client_id,ds,age,gender,annual_income,credit_score,debt_to_income_ratio,loan_amount,vehicle_value,down_payment,vehicle_type,vehicle_year,annual_mileage,driving_history_accidents,location_risk,loan_term_months,interest_rate,payment_history_late,insurance_coverage_level,is_high_risk
Client_329,2023-01-02,34.0,female,37361.39,650,0.38,37398.19,45741.32,10547.0,SUV,2010,28255.0,4,urban_high,72,7.78,1,basic,0
Client_329,2023-01-03,58.0,male,41168.49,594,0.53,19571.66,27896.02,6837.93,truck,2014,16622.0,4,urban_high,84,5.15,0,basic,1
Client_329,2023-01-04,25.0,male,52406.32,623,0.32,19035.33,27941.14,4890.23,luxury,2016,26861.0,1,urban_low,72,13.6,0,comprehensive,1
Client_329,2023-01-05,35.0,female,118031.31,850,0.3,20782.6,29894.68,8680.04,luxury,2011,9260.0,5,urban_low,72,6.44,1,comprehensive,1
Client_329,2023-01-06,42.0,female,71580.12,709,0.13,83221.52,116589.65,18296.79,truck,2024,13046.0,0,rural,72,12.99,0,basic,0
Client_329,2023-01-07,52.0,male,37945.69,631,0.53,38100.21,52959.41,3533.52,luxury,2013,15642.0,5,rural,36,7.26,0,basic,1
Client_329,2023-01-08,41.0,female,12929.8,509,0.41,55624.91,67159.46,16592.97,sports,2014,27523.0,3,rural,72,5.5,0,comprehensive,1
Client_329,2023-01-09,57.0,female,117856.1,839,0.21,98963.44,116781.51,26869.18,luxury,2019,18127.0,2,urban_low,72,4.56,1,comprehensive,1
Client_329,2023-01-10,23.0,female,37543.17,516,0.34,72581.08,93573.71,11279.73,SUV,2015,17139.0,2,rural,48,4.09,1,comprehensive,0
Client_329,2023-01-11,40.0,male,46069.4,545,0.5,79480.45,103722.21,7495.79,truck,2022,5595.0,3,urban_low,60,4.82,1,basic,1
Client_329,2023-01-12,63.0,male,58901.78,699,0.54,39205.87,46136.38,3655.27,SUV,2013,10396.0,0,rural,60,12.9,1,comprehensive,0
Client_329,2023-01-13,38.0,male,38599.83,557,0.43,75002.33,106030.67,24572.1,sports,2014,9761.0,1,rural,84,6.04,0,basic,1
Client_329,2023-01-14,69.0,female,62929.68,614,0.26,23472.1,29389.03,2104.82,luxury,2010,20051.0,3,urban_low,72,7.5,1,basic,1
Client_329,2023-01-15,57.0,female,53909.24,657,0.36,42626.33,53617.11,10440.47,SUV,2024,6188.0,0,urban_high,60,8.65,0,comprehensive,0
Client_329,2023-01-16,58.0,female,37722.18,631,0.36,32901.79,42149.88,4129.3,luxury,2024,16030.0,0,urban_high,84,6.39,1,basic,0
Client_329,2023-01-17,23.0,female,36419.49,475,0.54,41976.49,61244.67,16491.32,sedan,2017,16613.0,0,urban_low,48,14.18,1,comprehensive,0
Client_329,2023-01-18,18.0,male,33625.7,486,0.31,34928.74,43339.72,7263.94,SUV,2021,19566.0,1,urban_low,36,8.93,1,basic,0
Client_329,2023-01-19,19.0,male,57764.93,566,0.35,68470.75,80113.29,21640.27,luxury,2018,15977.0,5,rural,36,12.15,0,comprehensive,1
Client_329,2023-01-20,57.1,female,139490.25,850,0.27,60513.1,84678.19,16085.81,luxury,2018,28251.0,5,urban_low,60,9.82,1,comprehensive,1
Client_329,2023-01-21,35.1,female,41582.68,544,0.52,14301.38,18450.45,1754.66,sedan,2011,13746.0,1,urban_low,36,9.17,0,comprehensive,1
Client_329,2023-01-22,49.1,male,66907.58,690,0.16,23193.21,28528.57,4868.44,sedan,2014,18331.0,5,rural,36,4.02,1,basic,1
Client_329,2023-01-23,56.1,female,35648.59,606,0.33,13469.51,17471.76,3545.41,sports,2010,27974.0,0,urban_low,84,5.98,0,comprehensive,0
Client_329,2023-01-24,21.1,female,30340.56,582,0.45,99419.92,121742.54,19791.16,sports,2010,15552.0,0,urban_low,84,12.47,1,basic,0
Client_329,2023-01-25,24.1,male,45562.59,621,0.55,53343.26,70855.09,20574.96,truck,2016,10451.0,4,rural,48,4.45,0,comprehensive,1
Client_329,2023-01-26,29.1,female,30529.59,491,0.31,40511.06,53591.28,11033.25,SUV,2018,28866.0,4,urban_low,84,14.08,0,basic,0
Client_329,2023-01-27,20.1,male,17168.9,513,0.36,89753.3,128624.45,15001.35,sedan,2022,17993.0,2,urban_high,72,9.81,0,comprehensive,0
Client_329,2023-01-28,28.1,male,44957.88,490,0.41,64468.42,87783.44,19969.45,truck,2021,9112.0,1,rural,72,4.89,0,comprehensive,1
Client_329,2023-01-29,63.1,male,38149.89,544,0.58,64948.95,74528.13,22055.79,luxury,2021,9708.0,4,urban_high,60,14.01,1,comprehensive,1
Client_329,2023-01-30,21.1,male,44593.81,518,0.54,87712.42,123142.39,24531.16,sports,2023,25802.0,1,urban_high,72,12.54,0,comprehensive,0
Client_329,2023-01-31,30.1,male,36668.28,450,0.58,94214.97,116983.1,23573.32,SUV,2013,5127.0,1,rural,84,6.26,1,basic,0
Client_329,2023-02-01,22.1,male,53903.85,545,0.39,75184.18,90763.17,10472.32,sedan,2021,14421.0,0,urban_low,36,4.54,0,basic,1
Client_329,2023-02-02,30.1,male,27156.33,497,0.54,36932.74,54063.05,5212.85,luxury,2014,15525.0,4,urban_low,60,8.67,0,comprehensive,1
Client_329,2023-02-03,54.1,female,53966.88,629,0.31,15757.82,20510.59,3696.91,luxury,2022,22426.0,0,urban_high,84,7.53,0,comprehensive,0
Client_329,2023-02-04,30.1,male,97846.49,734,0.22,47537.07,68950.38,9393.04,SUV,2017,7306.0,1,rural,60,7.45,0,basic,0
Client_329,2023-02-05,35.1,female,59865.68,624,0.3,20939.05,24780.73,2757.86,luxury,2017,11721.0,5,urban_high,60,7.06,1,comprehensive,0
Client_329,2023-02-06,56.1,male,36917.33,604,0.41,73356.78,94118.38,11113.3,sports,2021,12880.0,2,urban_high,48,7.59,0,comprehensive,0
Client_329,2023-02-07,66.1,male,188831.93,850,0.2,34021.01,47848.8,8368.67,luxury,2014,20302.0,3,rural,36,4.12,1,basic,0
Client_329,2023-02-08,46.1,male,153550.21,850,0.38,43490.06,64702.12,19104.21,sedan,2014,5074.0,1,urban_low,48,10.36,0,comprehensive,0
Client_329,2023-02-09,70.1,female,28163.66,533,0.32,49721.97,70226.01,7026.16,sports,2021,5917.0,2,urban_high,48,12.68,0,comprehensive,0
Client_329,2023-02-10,33.1,female,45493.99,524,0.38,62944.98,87092.26,13442.96,sedan,2011,25677.0,1,urban_high,48,6.45,1,comprehensive,1
Client_329,2023-02-11,49.1,male,71119.86,738,0.26,45572.76,60915.11,7154.57,SUV,2021,17106.0,1,urban_low,60,14.39,1,comprehensive,0
Client_329,2023-02-12,24.1,female,35492.38,459,0.43,13250.52,15756.21,4554.99,SUV,2018,25919.0,5,urban_low,72,10.66,1,basic,1
Client_329,2023-02-13,62.1,male,181606.87,850,0.14,44849.86,55401.18,4100.61,SUV,2014,18524.0,2,rural,84,7.94,1,basic,1
Client_329,2023-02-14,30.1,male,31557.43,486,0.43,26582.07,30759.41,3377.04,luxury,2018,25536.0,2,urban_high,36,12.8,0,basic,1
Client_329,2023-02-15,26.1,male,23463.23,409,0.48,54738.17,72692.53,9723.41,sedan,2011,14268.0,2,rural,72,5.09,1,basic,0
Client_329,2023-02-16,54.1,female,47261.17,560,0.41,58289.64,66853.31,19861.01,luxury,2014,22479.0,0,rural,72,8.3,1,comprehensive,0
Client_329,2023-02-17,45.1,female,45706.62,551,0.59,21153.92,24435.5,7174.24,sports,2013,19818.0,5,urban_high,48,4.42,0,basic,1
Client_329,2023-02-18,27.1,female,177157.89,850,0.12,48992.03,57495.29,16414.88,sports,2016,6271.0,3,urban_low,60,5.36,0,basic,1
Client_329,2023-02-19,25.1,female,76921.05,555,0.23,79470.69,109537.1,10024.05,truck,2021,24342.0,4,urban_high,60,6.55,0,comprehensive,1
Client_329,2023-02-20,43.1,female,101488.02,764,0.34,52060.15,66331.12,5581.6,luxury,2011,7769.0,2,urban_low,72,10.05,1,comprehensive,0
Client_329,2023-02-21,45.1,female,21295.78,589,0.52,91879.38,107000.51,13107.32,sports,2019,8242.0,4,rural,60,12.33,1,basic,1
Client_329,2023-02-22,20.1,female,24742.16,488,0.47,28561.71,35019.98,9666.83,truck,2024,13381.0,1,rural,72,6.6,0,comprehensive,0
Client_329,2023-02-23,24.1,male,42403.99,548,0.31,95950.24,143675.89,32954.28,sports,2017,8742.0,5,urban_low,36,5.58,1,comprehensive,1
Client_329,2023-02-24,62.1,male,116073.22,850,0.26,76474.19,84875.5,16248.82,SUV,2010,25984.0,5,rural,60,12.25,1,basic,1
Client_329,2023-02-25,25.2,female,96377.34,655,0.13,29361.34,37872.29,6193.14,luxury,2011,27401.0,1,urban_high,36,12.54,0,basic,0
Client_329,2023-02-26,34.2,male,57359.65,522,0.53,94949.06,105603.5,22985.94,sports,2010,29564.0,4,rural,48,4.93,1,basic,1
Client_329,2023-02-27,65.2,male,46641.82,621,0.35,71320.89,91855.31,22302.7,sports,2020,11903.0,0,urban_low,48,4.3,0,basic,0
Client_329,2023-02-28,70.2,male,135887.15,850,0.34,51631.65,65100.61,8205.21,sports,2011,22449.0,1,urban_low,84,7.74,1,comprehensive,0
Client_329,2023-03-01,46.2,male,56472.18,732,0.41,14990.79,21057.82,2930.38,sedan,2014,10993.0,3,rural,60,4.57,0,comprehensive,1
Client_329,2023-03-02,24.2,female,176211.93,850,0.28,99443.34,129100.38,17455.27,truck,2014,19839.0,0,rural,84,8.37,1,basic,0
Client_329,2023-03-03,65.2,male,28163.91,601,0.56,73098.56,109500.97,27067.5,sedan,2015,23835.0,5,rural,72,7.09,1,basic,1
Client_329,2023-03-04,43.2,female,15746.05,473,0.57,45884.63,55299.88,8330.47,luxury,2023,7818.0,2,urban_low,48,5.35,1,comprehensive,0
Client_329,2023-03-05,28.2,female,14589.01,443,0.34,65511.97,84995.82,7122.3,truck,2010,26708.0,0,urban_high,60,8.92,0,basic,1
Client_329,2023-03-06,23.2,male,83277.14,661,0.26,37575.97,46559.23,4531.6,sedan,2013,24582.0,0,urban_high,60,4.9,0,basic,0
Client_329,2023-03-07,44.2,male,52300.4,613,0.44,35902.43,40792.37,4561.98,luxury,2010,22652.0,3,urban_high,36,5.29,1,comprehensive,1
Client_329,2023-03-08,32.2,female,19537.62,519,0.58,79938.86,113117.73,9159.5,sports,2012,5891.0,3,urban_low,72,14.53,1,basic,1
Client_329,2023-03-09,27.2,female,15861.5,502,0.39,74504.8,83982.69,13612.5,sedan,2022,8762.0,0,urban_high,48,4.2,1,basic,1
Client_329,2023-03-10,22.2,female,118341.08,714,0.15,42168.22,59082.0,12555.78,sedan,2016,15844.0,2,rural,72,7.73,0,basic,0
Client_329,2023-03-11,37.2,male,43268.7,539,0.57,51530.59,65431.9,11139.26,sedan,2018,20932.0,1,rural,48,10.25,0,comprehensive,1
Client_329,2023-03-12,28.2,female,86063.59,727,0.29,63065.62,87826.32,10838.5,luxury,2015,14099.0,4,rural,48,5.23,0,comprehensive,1
Client_329,2023-03-13,28.2,male,69373.33,573,0.19,88599.24,107653.15,19619.85,truck,2017,19180.0,4,urban_high,60,8.41,0,basic,1
Client_329,2023-03-14,57.2,male,173665.9,850,0.2,14593.18,19138.75,1879.95,truck,2016,23268.0,1,rural,36,14.4,1,basic,0
Client_329,2023-03-15,33.2,male,35669.64,552,0.56,55900.75,77678.72,19414.57,SUV,2022,5079.0,3,urban_high,36,11.47,0,comprehensive,1
Client_329,2023-03-16,48.2,female,65520.47,692,0.29,96163.45,139854.34,37335.88,truck,2023,8332.0,4,rural,36,4.57,0,basic,0
Client_329,2023-03-17,29.2,male,19679.6,530,0.36,12084.56,14476.19,3962.05,luxury,2020,25587.0,2,urban_low,72,14.67,1,comprehensive,1
Client_329,2023-03-18,35.2,male,49850.21,519,0.52,53112.87,68330.9,16922.97,luxury,2024,13424.0,5,urban_high,36,13.97,0,comprehensive,1
Client_329,2023-03-19,55.2,male,53872.52,607,0.43,90066.56,113360.81,23490.85,luxury,2014,12121.0,5,urban_low,36,14.68,0,basic,1
Client_329,2023-03-20,23.2,male,96350.63,640,0.29,50484.18,59488.12,6679.87,sedan,2021,28023.0,3,urban_high,84,11.1,1,comprehensive,1
Client_329,2023-03-21,53.2,male,31371.26,617,0.35,73985.48,104933.54,8826.5,truck,2014,20559.0,0,urban_high,36,4.12,1,comprehensive,1
Client_329,2023-03-22,40.2,male,24060.85,470,0.38,91033.74,128299.4,25185.69,truck,2021,20805.0,4,urban_low,84,8.92,0,basic,1
Client_329,2023-03-23,62.2,male,68223.18,835,0.37,35839.96,44134.87,8913.1,sports,2021,12389.0,5,urban_low,48,13.03,0,basic,0
Client_329,2023-03-24,53.2,male,133225.65,850,0.13,33473.26,47497.31,4557.71,SUV,2021,26890.0,2,urban_high,48,7.3,1,basic,1
Client_329,2023-03-25,23.2,male,50195.89,437,0.33,17593.04,24643.85,4522.84,luxury,2022,5159.0,0,rural,36,12.7,1,basic,0
Client_329,2023-03-26,30.2,male,48937.91,536,0.52,22598.25,31017.79,3729.59,sports,2014,18046.0,1,urban_low,72,13.8,0,comprehensive,1
Client_329,2023-03-27,31.2,male,74332.69,580,0.12,17217.13,21059.65,4182.69,sports,2023,9686.0,0,urban_high,48,12.97,0,basic,1
Client_329,2023-03-28,66.2,male,193356.84,850,0.38,83840.62,108665.13,31024.88,luxury,2011,16472.0,1,rural,72,13.63,0,basic,0
Client_329,2023-03-29,38.2,female,22137.96,455,0.6,86536.9,113617.38,20075.61,sedan,2015,12370.0,5,urban_high,84,5.0,0,basic,1
Client_329,2023-03-30,41.2,female,29074.94,504,0.51,83085.66,99973.93,12463.14,truck,2014,26025.0,0,urban_high,36,14.28,0,comprehensive,1
Client_329,2023-03-31,50.2,male,68113.84,690,0.38,99868.64,139801.04,40789.06,sedan,2018,26547.0,0,rural,84,6.4,1,basic,0
Client_329,2023-04-01,67.2,male,63737.08,623,0.17,32812.0,37546.62,8554.77,sports,2021,10368.0,1,rural,48,10.09,0,comprehensive,0
Client_329,2023-04-02,26.2,male,36845.74,500,0.47,90660.73,114985.03,29321.35,truck,2024,22960.0,0,rural,60,11.35,1,comprehensive,0
Client_329,2023-04-03,27.3,male,62684.04,604,0.29,60657.61,72432.67,21635.7,luxury,2017,11472.0,2,rural,72,8.41,1,basic,1
Client_329,2023-04-04,26.3,male,28204.13,524,0.52,27175.73,39382.38,8941.91,luxury,2019,27968.0,4,urban_high,36,7.7,1,basic,1
Client_329,2023-04-05,49.3,male,27470.74,502,0.35,62554.1,80510.32,4412.77,luxury,2014,19270.0,2,rural,36,9.36,1,basic,0
Client_329,2023-04-06,51.3,female,46869.77,567,0.38,18930.74,26428.71,2666.54,SUV,2018,22771.0,0,urban_high,48,10.57,0,basic,0
Client_329,2023-04-07,70.3,male,29173.18,647,0.41,23276.65,32254.77,1727.64,SUV,2022,23113.0,1,rural,60,13.08,0,basic,1
Client_329,2023-04-08,64.3,male,107393.15,739,0.2,28264.41,35365.02,5619.19,luxury,2016,12314.0,4,urban_high,60,10.9,0,comprehensive,1
Client_329,2023-04-09,65.3,male,78822.99,784,0.37,94268.47,123001.58,26262.44,luxury,2018,7404.0,4,urban_high,72,4.33,1,basic,1
Client_329,2023-04-10,55.3,male,67754.95,674,0.38,30263.96,36185.28,2406.2,luxury,2020,10483.0,0,rural,84,12.74,1,comprehensive,1
Client_329,2023-04-11,55.3,male,35590.16,555,0.39,13853.95,17565.9,2386.86,SUV,2020,12912.0,0,urban_high,84,8.4,1,basic,1
Client_329,2023-04-12,44.3,male,44916.65,554,0.36,69342.05,94486.42,19907.01,sedan,2024,12319.0,3,urban_low,60,10.39,0,basic,1
Client_329,2023-04-13,48.3,female,41112.54,547,0.36,27476.7,34029.31,8923.22,truck,2019,23543.0,0,urban_low,36,8.16,0,comprehensive,1
Client_329,2023-04-14,28.3,female,38288.02,398,0.31,23514.79,32256.87,2157.64,truck,2022,21843.0,5,urban_low,36,10.42,1,basic,1
Client_329,2023-04-15,54.3,male,61062.07,676,0.24,98718.65,133171.05,8082.52,sports,2021,10723.0,1,urban_high,60,5.02,1,comprehensive,0
Client_329,2023-04-16,64.3,female,61988.91,690,0.27,95323.25,142489.34,38600.86,SUV,2017,26607.0,4,rural,72,5.09,1,basic,0
Client_329,2023-04-17,62.3,male,25380.51,638,0.45,44971.74,55158.45,10223.85,sedan,2023,10732.0,4,urban_low,60,5.5,0,basic,1
Client_329,2023-04-18,49.3,male,31399.85,618,0.48,53917.85,78829.16,20950.65,luxury,2010,16835.0,1,urban_low,36,5.75,0,comprehensive,0
Client_329,2023-04-19,22.3,male,126365.44,789,0.23,34107.82,50532.04,6085.14,sports,2017,6830.0,5,urban_low,48,5.98,0,comprehensive,0
Client_329,2023-04-20,42.3,female,95587.85,682,0.16,89142.13,121720.26,25003.55,sedan,2019,28721.0,1,urban_high,84,9.85,0,basic,0
Client_329,2023-04-21,45.3,female,23330.21,484,0.42,65113.99,74175.61,14788.43,truck,2017,8209.0,0,urban_low,84,14.1,1,comprehensive,0
Client_329,2023-04-22,40.3,male,60170.85,649,0.28,43246.54,64666.64,3973.68,sports,2018,12860.0,3,urban_low,60,8.52,1,basic,0
Client_329,2023-04-23,69.3,female,38016.35,624,0.34,99403.59,129030.66,23128.85,sedan,2014,24446.0,1,rural,48,11.29,0,comprehensive,0
Client_329,2023-04-24,18.3,male,36322.39,472,0.34,94634.05,116841.19,29702.31,truck,2018,25457.0,0,rural,72,4.94,0,comprehensive,0
Client_329,2023-04-25,19.3,male,22469.1,432,0.58,19050.17,22248.18,2782.41,truck,2021,16346.0,5,rural,60,12.64,1,comprehensive,1
Client_329,2023-04-26,54.3,male,50127.81,622,0.5,65245.8,76011.92,19900.95,sports,2010,13683.0,5,urban_high,48,4.18,0,basic,1
Client_329,2023-04-27,53.3,female,48761.67,548,0.52,37411.09,49367.4,13740.67,luxury,2012,13010.0,4,rural,60,7.56,1,comprehensive,1
Client_329,2023-04-28,60.3,male,47146.91,678,0.59,95631.2,140420.87,13315.46,sports,2011,23301.0,3,urban_high,60,8.3,0,basic,1
Client_329,2023-04-29,52.3,female,109550.01,847,0.24,14510.54,18775.07,3447.44,SUV,2018,19140.0,0,urban_low,36,14.26,0,comprehensive,1
Client_329,2023-04-30,63.3,female,45530.26,624,0.36,33720.13,48960.66,6333.95,sports,2018,5746.0,2,rural,84,4.65,0,comprehensive,1
Client_329,2023-05-01,60.3,female,24520.5,506,0.42,56214.38,65543.57,12274.23,luxury,2013,29802.0,1,urban_high,84,12.53,1,basic,1
Client_329,2023-05-02,49.3,female,63547.24,685,0.25,51211.82,57655.86,3106.15,sedan,2019,16955.0,3,rural,72,11.37,1,basic,1
Client_329,2023-05-03,69.3,male,44123.91,566,0.51,71158.48,91648.61,13690.27,sports,2019,14155.0,0,rural,36,12.61,1,comprehensive,0
Client_329,2023-05-04,56.3,female,38375.84,640,0.52,42763.05,48498.96,10835.68,sedan,2017,25401.0,3,urban_high,60,8.58,0,basic,1
Client_329,2023-05-05,46.3,female,20295.71,477,0.4,13763.31,17954.26,4928.44,sedan,2015,8776.0,5,urban_low,48,9.85,0,basic,1
Client_329,2023-05-06,30.3,female,48687.98,544,0.35,86153.52,105367.12,21401.26,luxury,2022,18645.0,2,rural,48,8.33,0,comprehensive,0
Client_329,2023-05-07,42.3,female,48792.07,530,0.35,11671.55,15010.0,3954.7,sports,2014,8376.0,3,urban_low,84,8.82,0,basic,0
Client_329,2023-05-08,68.3,male,43925.77,666,0.34,66571.65,79381.43,16596.93,sedan,2024,23944.0,5,rural,72,9.37,1,basic,1
Client_329,2023-05-09,39.4,male,34871.52,572,0.34,36680.49,46214.28,3436.19,sedan,2011,9651.0,4,urban_low,48,7.32,1,comprehensive,1
Client_329,2023-05-10,51.4,male,41701.57,698,0.45,65355.62,77811.05,13664.72,luxury,2020,6095.0,4,rural,36,14.43,1,comprehensive,1
Client_329,2023-05-11,19.4,male,57828.01,624,0.43,97049.91,123489.15,24544.35,SUV,2017,23142.0,5,urban_low,36,4.03,0,basic,1
Client_329,2023-05-12,65.4,male,63290.79,705,0.29,34740.55,46353.45,9927.86,sedan,2024,23090.0,3,rural,60,4.79,0,comprehensive,1
Client_329,2023-05-13,45.4,female,63255.67,717,0.23,39828.66,48644.61,11232.83,sports,2018,28540.0,5,urban_high,60,12.23,1,comprehensive,1
Client_329,2023-05-14,30.4,male,37909.51,488,0.44,83826.66,98380.42,15826.75,SUV,2015,21732.0,4,urban_low,36,11.62,0,basic,1
Client_329,2023-05-15,70.4,female,77994.62,806,0.29,27200.66,33438.25,4190.52,sports,2018,14261.0,3,urban_low,60,7.72,0,comprehensive,0
Client_329,2023-05-16,40.4,female,39864.24,560,0.45,59782.62,81242.49,10836.04,SUV,2016,10652.0,4,urban_high,84,9.7,0,basic,1
Client_329,2023-05-17,38.4,male,45618.09,576,0.55,78927.38,106597.48,10334.4,truck,2019,17250.0,4,urban_low,48,8.05,1,comprehensive,1
Client_329,2023-05-18,59.4,male,97670.64,723,0.33,78485.81,113087.95,21078.38,sedan,2022,23613.0,5,urban_high,60,10.42,1,basic,0
Client_329,2023-05-19,30.4,female,23904.14,451,0.6,11461.83,15448.28,1087.66,SUV,2015,22891.0,0,urban_high,84,10.67,0,basic,0
Client_329,2023-05-20,34.4,male,13056.82,468,0.33,39048.42,56132.6,8798.12,sports,2014,5570.0,1,urban_low,48,6.5,0,basic,0
Client_329,2023-05-21,53.4,male,74662.52,755,0.15,98992.47,116299.29,7757.09,sedan,2014,18215.0,2,urban_high,48,12.52,0,basic,1
Client_329,2023-05-22,59.4,female,14905.06,470,0.45,40594.59,45512.53,3359.91,luxury,2024,13075.0,4,rural,60,12.31,1,comprehensive,1
Client_329,2023-05-23,51.4,female,47793.68,509,0.31,23783.84,27069.31,3375.32,sedan,2022,21943.0,3,rural,36,11.95,0,comprehensive,1
Client_329,2023-05-24,48.4,male,286437.87,850,0.1,85989.05,124485.39,22029.02,luxury,2020,27713.0,5,rural,84,14.67,1,comprehensive,1
Client_329,2023-05-25,24.4,female,257520.69,850,0.33,65060.57,84303.79,17743.94,sedan,2011,5577.0,0,urban_high,60,11.86,1,basic,1
Client_329,2023-05-26,59.4,male,45738.21,642,0.51,79213.73,98062.12,7647.77,sedan,2017,24768.0,3,rural,60,4.38,1,comprehensive,0
Client_329,2023-05-27,58.4,female,36988.19,578,0.44,78118.87,107061.53,20186.61,sedan,2010,22143.0,1,urban_low,48,8.07,0,comprehensive,1
Client_329,2023-05-28,52.4,male,26624.33,581,0.5,24455.46,36518.72,5041.84,truck,2023,11679.0,0,urban_low,48,7.52,1,basic,0
Client_329,2023-05-29,55.4,female,29560.19,538,0.59,30679.65,43663.6,2578.48,sports,2024,25823.0,4,urban_high,36,9.96,1,comprehensive,1
Client_329,2023-05-30,40.4,male,87431.71,818,0.29,21822.3,28867.03,6709.26,sedan,2012,13038.0,4,urban_low,36,7.64,1,basic,1
Client_329,2023-05-31,67.4,male,77406.16,671,0.34,38506.68,44915.89,12610.04,SUV,2017,24533.0,1,urban_low,60,14.57,1,basic,0
Client_329,2023-06-01,63.4,male,10613.95,503,0.52,54983.03,60848.24,12081.95,luxury,2013,27057.0,3,rural,48,5.74,0,basic,1
Client_329,2023-06-02,30.4,male,24941.43,442,0.44,81858.64,121959.45,27978.08,luxury,2019,19978.0,2,rural,84,6.06,1,comprehensive,1
Client_329,2023-06-03,34.4,male,35056.67,546,0.44,87384.14,96250.59,13982.18,SUV,2013,18825.0,3,urban_high,84,6.71,0,comprehensive,1
Client_329,2023-06-04,53.4,male,46496.87,691,0.51,31757.04,37962.88,2140.95,sports,2023,5894.0,5,urban_high,36,11.67,1,basic,1
Client_329,2023-06-05,24.4,female,45881.92,512,0.3,22739.02,28820.71,7017.44,sports,2010,11008.0,2,urban_high,72,6.96,0,comprehensive,1
Client_329,2023-06-06,27.4,male,74291.6,620,0.25,98266.65,138470.46,35838.81,luxury,2024,28424.0,4,urban_low,48,10.11,0,basic,1
Client_329,2023-06-07,18.4,male,25720.91,429,0.46,32571.53,45095.47,4466.69,sedan,2022,21678.0,3,rural,84,8.4,0,basic,1
Client_329,2023-06-08,33.4,male,82333.5,703,0.19,32441.16,45769.31,8129.96,truck,2014,29584.0,0,rural,60,4.14,1,basic,1
Client_329,2023-06-09,41.4,male,125384.12,779,0.33,74362.24,87337.61,10190.1,SUV,2022,9314.0,5,urban_high,84,9.47,0,basic,0
Client_329,2023-06-10,68.4,male,27378.56,531,0.59,50418.88,59695.0,14378.15,sedan,2014,25666.0,5,rural,60,12.77,1,basic,1
Client_329,2023-06-11,25.4,male,35464.97,375,0.32,49267.35,68261.68,10718.78,sedan,2022,12458.0,2,urban_low,36,6.73,0,basic,0
Client_329,2023-06-12,32.4,female,83732.95,712,0.4,28464.54,40576.84,2852.44,luxury,2019,15942.0,2,rural,72,10.87,1,comprehensive,1
Client_329,2023-06-13,44.4,male,24328.94,571,0.35,45888.43,56213.28,15083.51,SUV,2012,17716.0,5,urban_low,84,4.02,1,comprehensive,1
Client_329,2023-06-14,63.4,male,70827.85,632,0.27,63951.36,70862.54,20964.44,sedan,2023,15813.0,2,urban_low,72,8.48,0,basic,0
Client_329,2023-06-15,28.5,male,41105.62,558,0.39,11602.87,13649.19,2182.1,truck,2011,11297.0,3,urban_high,60,13.68,0,comprehensive,1
Client_329,2023-06-16,37.5,male,54011.92,596,0.35,34071.54,42873.67,7082.48,sedan,2012,15137.0,4,urban_high,36,7.97,0,comprehensive,1
Client_329,2023-06-17,53.5,female,48966.93,677,0.56,51811.27,75798.13,13389.71,sedan,2018,21383.0,1,urban_low,36,5.73,0,basic,0
Client_329,2023-06-18,63.5,female,71691.65,780,0.1,34109.15,45918.21,10244.84,truck,2012,18453.0,1,urban_low,60,13.2,0,basic,1
Client_329,2023-06-19,59.5,female,326874.58,850,0.26,24301.72,36138.57,6055.68,luxury,2024,9776.0,4,rural,84,7.65,0,comprehensive,1
Client_329,2023-06-20,24.5,male,37850.33,523,0.59,26572.79,39213.57,11188.81,truck,2021,6546.0,4,rural,72,12.05,0,comprehensive,1
Client_329,2023-06-21,21.5,male,14201.79,456,0.46,34894.11,43654.26,10853.79,sports,2019,13946.0,2,rural,36,6.01,0,comprehensive,0
Client_329,2023-06-22,23.5,male,18943.6,442,0.36,43709.91,60941.76,7354.64,sports,2011,6550.0,0,rural,48,10.17,0,comprehensive,0
Client_329,2023-06-23,69.5,female,35870.63,648,0.58,80681.41,106686.17,17969.01,luxury,2010,19625.0,1,urban_high,36,10.18,1,comprehensive,1
Client_329,2023-06-24,38.5,female,31150.58,456,0.46,83964.65,119245.17,26525.94,sedan,2015,19711.0,1,urban_high,48,14.09,0,comprehensive,1
Client_329,2023-06-25,18.5,male,36037.49,471,0.58,91376.79,120767.3,20273.14,sedan,2010,22004.0,5,urban_high,36,7.19,0,comprehensive,1
Client_329,2023-06-26,32.5,female,47153.01,587,0.42,78829.15,114769.28,33875.85,truck,2010,25909.0,2,rural,84,10.17,1,comprehensive,1
Client_329,2023-06-27,61.5,female,33785.15,608,0.56,17600.46,21824.68,3682.45,truck,2011,18922.0,4,urban_high,48,7.04,1,basic,1
Client_329,2023-06-28,53.5,male,42209.4,557,0.44,35188.82,48465.26,9861.81,sports,2018,14992.0,2,rural,84,5.66,0,basic,0
Client_329,2023-06-29,45.5,male,28999.19,474,0.51,69564.24,85634.69,19229.06,truck,2020,13126.0,4,urban_high,72,9.73,1,basic,1
Client_329,2023-06-30,34.5,male,56558.41,535,0.49,48542.52,61612.71,15703.75,truck,2019,17877.0,2,rural,60,12.55,1,comprehensive,0
Client_329,2023-07-01,49.5,female,55268.2,591,0.49,47474.89,53960.53,3591.99,sedan,2022,28846.0,4,urban_low,84,8.33,0,basic,1
