application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,loan_purpose,marital_status,num_dependents,residence_type,years_at_current_address,years_employed,has_previous_loan,previous_loan_default,bank_account_balance,is_approved
39256,Applicant_196,2023-05-18,33,48057.05,unemployed,646,0.67,7638.57,personal,married,4,rent,17,11,1,0,6882.43,0
39257,Applicant_196,2023-05-21,37,24129.53,employed,421,0.53,4682.52,personal,divorced,4,rent,8,34,1,0,3687.54,1
39258,Applicant_196,2023-05-21,46,94527.27,employed,812,0.43,744.58,education,divorced,0,rent,7,24,1,0,10778.05,1
39259,Applicant_196,2023-05-22,51,51621.44,employed,589,0.15,70705.37,personal,married,3,family,3,9,0,0,7073.31,1
39260,Applicant_196,2023-05-22,35,34182.4,self-employed,534,0.62,324.6,car,married,0,rent,3,32,1,0,6285.65,1
39261,Applicant_196,2023-05-23,32,15308.25,unemployed,484,0.45,1792.18,home,divorced,2,own,10,6,1,1,2754.15,0
39262,Applicant_196,2023-05-25,19,108645.88,unemployed,784,0.31,9354.35,home,divorced,2,family,17,11,1,0,12601.02,1
39263,Applicant_196,2023-05-28,63,27528.09,unemployed,600,0.78,15599.17,education,divorced,5,own,19,2,0,0,6081.73,0
39264,Applicant_196,2023-05-29,32,31501.04,self-employed,389,0.59,12767.02,education,divorced,0,own,0,15,1,0,4653.53,0
39265,Applicant_196,2023-05-30,44,39055.95,self-employed,535,0.49,6376.96,education,married,3,rent,2,0,0,0,4839.29,0
39266,Applicant_196,2023-05-30,63,27877.33,unemployed,497,0.38,14592.65,personal,married,2,own,16,32,1,0,2818.11,1
39267,Applicant_196,2023-06-01,18,27037.22,self-employed,523,0.47,12957.74,car,married,4,family,0,13,0,0,3175.19,0
39268,Applicant_196,2023-06-01,61,15369.42,employed,574,0.53,6156.29,personal,divorced,3,rent,16,0,1,1,3801.45,0
39269,Applicant_196,2023-06-02,49,69756.88,self-employed,672,0.41,46479.33,personal,single,5,family,16,19,1,1,8937.55,0
39270,Applicant_196,2023-06-02,29,44602.04,employed,456,0.69,2799.07,car,divorced,4,rent,12,29,1,1,5614.92,0
39271,Applicant_196,2023-06-03,22,26326.51,employed,433,0.6,19453.37,personal,married,3,rent,4,12,1,1,4572.25,0
39272,Applicant_196,2023-06-03,38,27937.48,unemployed,483,0.32,1013.67,personal,divorced,2,family,10,18,1,1,3889.07,0
39273,Applicant_196,2023-06-04,33,16212.59,self-employed,460,0.62,18286.76,personal,married,4,rent,20,8,1,0,2790.43,1
39274,Applicant_196,2023-06-05,53,37192.15,employed,554,0.62,4933.04,car,single,5,family,5,8,0,0,8444.39,0
39275,Applicant_196,2023-06-05,36,48826.64,employed,601,0.47,1109.59,personal,married,1,family,14,36,1,0,7703.88,0
39276,Applicant_196,2023-06-06,39,65369.99,employed,614,0.4,398.79,personal,single,2,own,13,34,1,0,8820.22,1
39277,Applicant_196,2023-06-08,47,39493.6,employed,503,0.79,965.07,education,single,5,own,7,33,1,1,6545.1,0
39278,Applicant_196,2023-06-09,38,47120.85,employed,507,0.46,978.3,education,divorced,1,family,16,36,0,0,6731.72,1
39279,Applicant_196,2023-06-10,28,43200.66,employed,563,0.56,338.51,personal,divorced,3,own,7,29,1,0,7048.69,0
39280,Applicant_196,2023-06-10,34,30288.02,unemployed,514,0.8,8870.0,education,divorced,5,own,19,26,0,0,5993.92,1
39281,Applicant_196,2023-06-16,47,47468.77,self-employed,617,0.44,10725.08,education,divorced,2,family,9,33,1,0,6496.79,1
39282,Applicant_196,2023-06-21,44,100513.72,employed,850,0.42,685.32,education,divorced,5,own,20,32,0,0,12721.66,0
39283,Applicant_196,2023-06-21,60,45796.16,employed,647,0.45,4784.62,personal,married,3,rent,4,28,1,0,5894.99,0
39284,Applicant_196,2023-06-22,39,55520.15,unemployed,546,0.25,7109.18,personal,single,1,family,10,13,0,0,8228.47,0
39285,Applicant_196,2023-06-22,46,21681.61,self-employed,469,0.51,2604.33,home,divorced,5,family,20,3,1,0,5355.06,1
39286,Applicant_196,2023-06-23,64,38929.13,unemployed,673,0.65,627.67,education,married,3,family,16,12,1,1,6699.24,0
39287,Applicant_196,2023-06-24,41,15170.5,unemployed,560,0.63,314.44,personal,married,2,family,19,39,1,1,2551.86,0
39288,Applicant_196,2023-06-24,31,28381.49,self-employed,511,0.33,10309.48,education,divorced,3,rent,11,1,0,0,5901.04,0
39289,Applicant_196,2023-06-25,36,30327.14,unemployed,463,0.33,15082.75,home,married,0,own,3,8,1,0,3984.74,1
39290,Applicant_196,2023-06-26,23,22059.9,unemployed,522,0.33,17943.21,personal,married,1,rent,15,22,0,0,3908.02,1
39291,Applicant_196,2023-06-26,63,34439.06,employed,540,0.57,14141.02,car,single,0,own,19,11,1,1,4037.34,0
39292,Applicant_196,2023-06-29,61,19032.0,self-employed,560,0.65,1522.19,home,single,5,family,12,7,1,1,2681.47,0
39293,Applicant_196,2023-06-29,36,54045.99,self-employed,551,0.11,178.65,home,single,0,own,6,30,1,1,9812.25,1
39294,Applicant_196,2023-07-01,26,13464.26,employed,419,0.67,3644.68,education,single,0,rent,12,16,1,0,3137.99,1
39295,Applicant_196,2023-07-02,62,54647.67,employed,804,0.26,319.52,home,single,3,family,5,11,0,0,6988.2,1
39296,Applicant_196,2023-07-04,67,17738.73,self-employed,566,0.67,2826.97,personal,divorced,3,rent,11,18,0,0,3444.96,0
39297,Applicant_196,2023-07-05,28,49068.8,unemployed,487,0.76,2504.05,education,single,2,own,9,15,0,0,6866.1,1
39298,Applicant_196,2023-07-06,46,47767.24,unemployed,658,0.59,610.82,education,married,1,family,18,16,1,1,6650.34,0
39299,Applicant_196,2023-07-06,25,78570.51,unemployed,674,0.11,1986.22,car,married,0,family,18,10,1,1,9955.98,0
39300,Applicant_196,2023-07-07,40,10319.62,employed,429,0.53,984.24,education,divorced,3,rent,19,10,1,1,1400.9,0
39301,Applicant_196,2023-07-07,57,16671.01,employed,568,0.78,1426.45,personal,divorced,5,rent,3,8,0,0,3310.58,0
39302,Applicant_196,2023-07-08,65,50298.83,self-employed,700,0.34,62.09,personal,married,1,rent,9,39,0,0,6655.48,0
39303,Applicant_196,2023-07-09,49,20377.5,self-employed,508,0.36,9622.76,personal,divorced,1,own,18,22,1,0,3473.36,0
39304,Applicant_196,2023-07-10,31,67891.86,employed,527,0.16,12867.27,personal,single,4,rent,0,37,1,1,10232.64,1
39305,Applicant_196,2023-07-11,21,24432.53,unemployed,376,0.43,1503.87,education,married,1,rent,5,10,1,0,5050.4,1
39306,Applicant_196,2023-07-11,18,120433.98,unemployed,850,0.31,9348.89,education,divorced,3,family,7,24,1,1,14659.45,1
39307,Applicant_196,2023-07-12,55,32576.62,unemployed,575,0.73,82124.58,car,single,1,own,2,39,0,0,4804.63,0
39308,Applicant_196,2023-07-12,22,34457.55,self-employed,509,0.51,1955.29,personal,divorced,2,family,11,31,0,0,6627.64,0
39309,Applicant_196,2023-07-13,61,28231.79,employed,531,0.72,1870.89,home,married,4,rent,1,17,1,1,5766.47,0
39310,Applicant_196,2023-07-13,18,40230.32,self-employed,499,0.59,1479.73,home,single,5,family,19,37,0,0,6521.77,1
39311,Applicant_196,2023-07-14,60,37722.37,unemployed,599,0.42,622.98,personal,single,5,own,15,17,0,0,7097.13,0
39312,Applicant_196,2023-07-14,47,38268.62,unemployed,559,0.53,1142.15,home,divorced,3,rent,4,13,0,0,6498.98,0
39313,Applicant_196,2023-07-16,18,35367.91,unemployed,519,0.68,5429.69,education,divorced,3,rent,2,12,0,0,4904.56,1
39314,Applicant_196,2023-07-16,66,44657.28,employed,687,0.69,31761.89,car,married,1,rent,15,28,0,0,6708.09,0
39315,Applicant_196,2023-07-18,59,37264.91,unemployed,642,0.68,4294.96,car,divorced,3,own,19,38,1,0,7974.7,1
39316,Applicant_196,2023-07-19,61,55394.93,employed,653,0.4,518.74,personal,single,0,own,13,35,0,0,5588.84,0
39317,Applicant_197,2023-01-01,24,18704.18,employed,434,0.59,1125.9,personal,married,3,rent,9,40,0,0,5283.74,1
39318,Applicant_197,2023-01-02,20,29822.42,unemployed,442,0.55,4173.19,personal,married,1,own,13,25,1,0,6229.14,1
39319,Applicant_197,2023-01-02,52,39871.43,employed,621,0.68,3497.68,personal,married,5,own,7,24,1,0,6723.29,1
39320,Applicant_197,2023-01-03,44,22242.84,employed,438,0.42,259.26,education,divorced,2,family,8,13,0,0,3379.47,1
39321,Applicant_197,2023-01-03,69,32819.04,employed,607,0.47,3402.26,personal,married,3,own,5,17,1,1,5634.07,0
39322,Applicant_197,2023-01-04,43,33152.73,employed,465,0.44,437.87,personal,married,3,family,19,22,1,1,3637.75,0
39323,Applicant_197,2023-01-06,55,29456.45,employed,494,0.49,4063.1,home,single,0,family,15,17,1,0,4301.8,0
39324,Applicant_197,2023-01-08,53,32741.75,self-employed,571,0.67,2813.32,home,divorced,2,family,4,27,1,0,4062.29,1
39325,Applicant_197,2023-01-09,70,41161.59,employed,592,0.74,2545.52,home,married,1,own,20,20,1,1,7104.06,0
39326,Applicant_197,2023-01-10,43,70481.12,employed,673,0.12,8040.12,personal,divorced,5,rent,6,14,0,0,9221.55,1
39327,Applicant_197,2023-01-10,53,17531.97,self-employed,525,0.73,192.82,car,single,4,rent,9,22,1,1,3021.24,0
39328,Applicant_197,2023-01-11,31,10056.82,self-employed,558,0.41,317.5,personal,single,5,family,20,27,1,1,2150.99,0
39329,Applicant_197,2023-01-11,70,67959.02,self-employed,718,0.11,19471.5,personal,divorced,3,family,5,20,1,1,10005.89,1
39330,Applicant_197,2023-01-14,69,34432.63,employed,614,0.65,25056.17,education,married,3,family,15,23,0,0,5182.08,0
39331,Applicant_197,2023-01-14,67,13584.21,unemployed,615,0.47,177.83,car,divorced,1,family,10,14,1,0,3631.65,0
39332,Applicant_197,2023-01-15,28,42096.22,unemployed,600,0.44,26243.07,personal,married,4,own,8,19,1,1,4741.01,0
39333,Applicant_197,2023-01-16,43,29092.8,unemployed,526,0.3,2696.99,car,married,2,rent,6,22,0,0,4297.47,1
39334,Applicant_197,2023-01-19,34,47111.9,employed,544,0.51,18980.63,home,single,0,rent,11,10,0,0,7944.4,1
39335,Applicant_197,2023-01-21,62,28268.23,self-employed,528,0.52,740.02,personal,divorced,1,family,1,36,0,0,3722.85,0
39336,Applicant_197,2023-01-21,22,52119.6,unemployed,508,0.41,2011.98,education,single,3,own,0,20,1,1,8403.15,0
39337,Applicant_197,2023-01-23,67,29724.51,employed,585,0.35,696.1,car,divorced,4,own,18,29,1,1,3599.94,0
39338,Applicant_197,2023-01-23,51,39875.07,employed,512,0.33,6982.01,education,single,5,family,12,3,1,1,5713.81,1
39339,Applicant_197,2023-01-29,21,33213.55,unemployed,520,0.51,304.52,personal,divorced,4,family,2,31,0,0,5903.36,0
39340,Applicant_197,2023-01-30,64,39517.57,employed,502,0.78,1233.93,education,single,2,family,2,23,0,0,6400.14,0
39341,Applicant_197,2023-01-31,40,33401.97,employed,603,0.59,49457.96,personal,married,4,family,6,19,1,0,5478.98,0
39342,Applicant_197,2023-01-31,31,18523.92,employed,444,0.6,3897.14,personal,married,4,rent,4,6,1,0,1656.74,0
39343,Applicant_197,2023-02-02,41,105316.33,unemployed,803,0.27,318.23,home,married,0,own,1,25,1,1,13234.01,0
39344,Applicant_197,2023-02-03,63,20135.21,unemployed,497,0.46,8003.78,car,single,5,family,13,7,0,0,2684.05,1
39345,Applicant_197,2023-02-05,70,25372.54,employed,683,0.72,747.71,personal,divorced,3,rent,6,19,0,0,4279.42,0
39346,Applicant_197,2023-02-05,29,14805.92,unemployed,470,0.4,1525.6,car,married,2,own,0,4,0,0,5590.86,0
39347,Applicant_197,2023-02-06,64,61624.03,self-employed,704,0.28,22884.03,education,married,2,own,4,35,1,0,8217.23,1
39348,Applicant_197,2023-02-06,55,41322.47,employed,516,0.69,5287.95,car,single,2,family,16,23,1,1,5263.86,0
39349,Applicant_197,2023-02-07,42,61916.6,self-employed,733,0.1,5052.82,personal,married,3,rent,8,26,1,0,8514.31,1
39350,Applicant_197,2023-02-07,54,86730.04,self-employed,758,0.32,1476.54,car,single,4,own,16,32,1,0,10317.43,1
39351,Applicant_197,2023-02-09,43,67702.05,unemployed,572,0.36,89069.91,home,married,2,rent,1,19,1,1,8565.77,0
39352,Applicant_197,2023-02-09,68,33076.93,employed,580,0.37,1838.51,home,single,0,own,14,9,0,0,6819.87,0
39353,Applicant_197,2023-02-10,61,25349.08,self-employed,628,0.5,1582.27,education,divorced,0,family,10,15,1,1,4521.69,0
39354,Applicant_197,2023-02-10,67,64194.2,self-employed,658,0.34,268.94,education,single,1,rent,15,24,1,1,7771.45,0
39355,Applicant_197,2023-02-11,33,42770.99,employed,529,0.33,2175.83,car,married,4,rent,16,23,1,1,5431.97,0
39356,Applicant_197,2023-02-11,46,23135.86,self-employed,433,0.44,35990.55,education,divorced,1,family,17,23,0,0,2132.3,0
39357,Applicant_197,2023-02-12,59,64286.57,self-employed,739,0.49,342.57,home,married,3,rent,3,6,0,0,8203.52,1
39358,Applicant_197,2023-02-13,63,27057.85,self-employed,587,0.52,5625.41,home,married,2,own,5,17,0,0,3858.06,1
39359,Applicant_197,2023-02-15,51,85649.15,self-employed,805,0.11,14103.18,education,single,4,rent,4,13,1,0,10519.61,1
39360,Applicant_197,2023-02-15,18,32150.14,employed,380,0.63,7487.71,personal,married,1,rent,17,5,1,1,5839.33,0
39361,Applicant_197,2023-02-19,46,33557.49,unemployed,588,0.62,829.26,car,divorced,4,family,6,13,0,0,6360.93,1
39362,Applicant_197,2023-02-19,63,26676.49,employed,557,0.59,1979.89,home,divorced,1,own,20,5,1,0,3429.04,0
39363,Applicant_197,2023-02-21,31,14820.95,unemployed,411,0.7,655.92,car,married,0,own,11,39,1,1,4026.02,0
39364,Applicant_197,2023-02-21,53,28566.92,self-employed,520,0.72,4477.72,education,single,0,rent,11,0,0,0,7195.97,0
39365,Applicant_197,2023-02-22,37,77435.07,unemployed,679,0.14,55291.11,personal,single,3,own,13,9,1,1,10223.05,1
39366,Applicant_197,2023-02-23,24,35912.3,self-employed,504,0.35,3430.27,home,divorced,3,own,1,11,1,0,6530.79,1
39367,Applicant_197,2023-02-24,33,41132.39,unemployed,560,0.63,3575.22,personal,single,5,rent,5,32,1,1,6247.09,0
39368,Applicant_197,2023-02-24,32,24498.23,self-employed,445,0.76,5490.58,education,married,5,own,18,0,0,0,5617.12,0
39369,Applicant_197,2023-02-26,64,24154.99,employed,649,0.36,709.4,personal,married,5,family,9,16,1,1,3842.19,0
39370,Applicant_197,2023-02-27,22,74586.15,employed,667,0.17,1263.33,education,single,2,own,13,36,0,0,9664.07,1
39371,Applicant_197,2023-02-28,43,79491.76,self-employed,649,0.4,1599.63,personal,single,3,own,7,1,1,1,9038.69,0
39372,Applicant_197,2023-02-28,42,71682.47,self-employed,677,0.22,59163.39,home,single,2,own,8,26,0,0,9335.63,1
39373,Applicant_197,2023-03-01,65,33863.52,unemployed,585,0.41,3822.59,personal,married,3,own,7,20,0,0,4126.96,1
39374,Applicant_197,2023-03-02,60,55435.07,employed,675,0.46,1231.09,car,divorced,5,rent,9,14,1,0,7736.22,1
39375,Applicant_197,2023-03-03,18,36314.2,unemployed,471,0.55,4954.47,education,married,0,family,3,15,1,0,6236.03,0
39376,Applicant_197,2023-03-05,43,15231.87,unemployed,430,0.32,3559.64,education,single,5,own,14,33,1,0,3723.39,0
39377,Applicant_197,2023-03-05,42,26104.37,self-employed,503,0.77,4514.49,home,divorced,3,family,0,23,1,0,5214.17,0
39378,Applicant_197,2023-03-06,38,29224.12,employed,591,0.51,708.22,personal,divorced,1,rent,18,3,1,0,3081.0,1
39379,Applicant_197,2023-03-06,19,18999.41,unemployed,436,0.61,1502.53,personal,married,3,family,12,25,1,0,3422.46,0
39380,Applicant_197,2023-03-08,18,18069.7,unemployed,426,0.64,11118.3,home,divorced,5,family,20,18,0,0,4015.27,1
39381,Applicant_197,2023-03-08,30,45616.51,unemployed,539,0.39,10418.67,personal,married,1,family,18,27,1,0,7276.78,0
39382,Applicant_197,2023-03-11,51,42969.36,self-employed,729,0.3,1235.88,education,married,2,own,0,36,1,0,7717.71,0
39383,Applicant_197,2023-03-11,35,16229.83,unemployed,429,0.6,637.1,car,single,0,own,14,26,1,0,4047.91,0
39384,Applicant_197,2023-03-12,48,8366.49,employed,487,0.73,7120.1,home,married,1,rent,8,7,0,0,4322.62,1
39385,Applicant_197,2023-03-14,36,77757.39,self-employed,693,0.46,229.76,personal,married,4,rent,0,14,0,0,8999.69,1
39386,Applicant_197,2023-03-15,68,79916.31,unemployed,701,0.42,422.68,personal,single,3,own,9,27,0,0,9291.83,0
39387,Applicant_197,2023-03-17,52,22983.75,self-employed,577,0.66,106268.4,home,single,4,own,4,32,1,0,5869.52,0
39388,Applicant_197,2023-03-17,68,98208.27,employed,850,0.39,10165.32,education,divorced,4,rent,16,35,0,0,12198.8,1
39389,Applicant_197,2023-03-20,48,65296.07,unemployed,701,0.25,3209.1,home,single,3,own,7,11,1,0,8653.79,1
39390,Applicant_197,2023-03-21,66,25166.58,unemployed,535,0.41,378.03,home,divorced,1,family,4,16,0,0,4351.13,1
39391,Applicant_197,2023-03-22,28,32315.87,self-employed,486,0.47,420.03,car,married,5,rent,3,23,1,1,3818.47,0
39392,Applicant_197,2023-03-22,19,64616.16,employed,571,0.17,4948.97,personal,single,5,family,13,33,0,0,8608.79,0
39393,Applicant_197,2023-03-23,33,33950.02,self-employed,479,0.34,1496.45,car,married,2,family,1,21,0,0,5033.64,1
39394,Applicant_197,2023-03-23,42,40829.05,employed,517,0.57,3524.5,home,divorced,1,own,5,20,0,0,5299.04,0
39395,Applicant_197,2023-03-25,34,67135.36,self-employed,581,0.11,5039.63,education,married,5,rent,18,22,1,1,7014.36,1
39396,Applicant_197,2023-03-25,56,12711.91,employed,462,0.8,4636.47,home,divorced,2,rent,4,6,0,0,4852.8,0
39397,Applicant_197,2023-03-26,53,32657.41,employed,564,0.69,3754.56,home,single,0,rent,10,19,0,0,4945.26,1
39398,Applicant_197,2023-03-27,68,29066.08,unemployed,634,0.43,4959.79,education,single,1,own,6,16,0,0,5678.76,1
39399,Applicant_197,2023-03-27,56,20946.15,unemployed,518,0.42,1265.0,home,married,2,own,15,7,0,0,3897.75,0
39400,Applicant_197,2023-03-28,27,79355.86,unemployed,663,0.37,11854.4,education,single,0,rent,15,7,0,0,10619.51,1
39401,Applicant_197,2023-03-28,29,16054.55,employed,481,0.64,5465.57,home,married,3,family,5,18,1,1,5703.77,0
39402,Applicant_197,2023-03-29,52,42899.79,employed,575,0.56,27918.58,car,married,0,rent,18,31,0,0,5221.14,0
39403,Applicant_197,2023-03-29,39,35441.05,self-employed,480,0.39,928.54,home,married,2,family,10,14,0,0,5264.4,1
39404,Applicant_197,2023-03-30,53,15356.86,employed,560,0.6,5996.31,car,single,0,rent,14,3,0,0,4145.86,1
39405,Applicant_197,2023-03-30,35,19248.38,employed,452,0.57,8905.77,car,divorced,5,rent,4,4,0,0,3836.33,1
39406,Applicant_197,2023-03-31,19,40819.41,employed,480,0.44,5133.02,personal,single,1,family,4,33,1,1,7484.92,0
39407,Applicant_197,2023-03-31,41,42054.13,self-employed,546,0.56,540.91,personal,divorced,3,own,20,29,0,0,5739.31,0
39408,Applicant_197,2023-04-01,34,49915.98,employed,512,0.69,721.49,car,married,2,family,2,25,0,0,6958.3,1
39409,Applicant_197,2023-04-02,38,36646.72,unemployed,585,0.31,1762.9,car,divorced,0,own,18,3,1,1,4343.73,1
39410,Applicant_197,2023-04-03,61,45291.57,unemployed,690,0.33,664.91,car,divorced,4,rent,18,12,0,0,7166.58,1
39411,Applicant_197,2023-04-03,52,27640.98,employed,539,0.8,607.19,car,divorced,0,rent,10,9,0,0,5917.62,1
39412,Applicant_197,2023-04-06,33,60036.39,unemployed,578,0.33,630.74,education,single,3,own,19,3,1,1,9928.53,0
39413,Applicant_197,2023-04-06,58,50974.94,self-employed,657,0.48,110264.93,home,single,5,own,0,31,1,1,5306.37,0
39414,Applicant_197,2023-04-07,52,34349.83,employed,577,0.48,172136.19,education,single,1,rent,12,20,1,1,7218.57,0
39415,Applicant_197,2023-04-09,22,36964.09,employed,479,0.64,433.63,home,single,3,own,12,15,1,0,5634.77,0
39416,Applicant_197,2023-04-09,59,10438.22,self-employed,524,0.44,3772.74,education,married,0,own,0,10,0,0,2748.41,0
39417,Applicant_197,2023-04-10,19,44582.31,employed,417,0.6,1168.87,car,single,4,rent,5,13,0,0,5036.86,1
39418,Applicant_197,2023-04-10,66,25970.63,unemployed,585,0.78,1125.54,personal,married,0,rent,2,28,1,1,5211.48,0
39419,Applicant_197,2023-04-12,23,32357.93,unemployed,462,0.68,2020.19,home,divorced,0,family,11,11,0,0,4660.65,1
39420,Applicant_197,2023-04-12,27,43399.71,unemployed,567,0.76,6437.69,education,divorced,2,rent,20,24,1,1,6877.49,0
39421,Applicant_197,2023-04-15,41,35257.15,unemployed,534,0.43,3974.52,education,married,3,family,11,29,1,1,6016.48,0
39422,Applicant_197,2023-04-17,70,26453.99,self-employed,569,0.49,2473.65,personal,divorced,2,rent,17,2,0,0,5041.19,0
39423,Applicant_197,2023-04-17,20,17847.29,unemployed,420,0.37,445.57,home,single,3,family,16,11,0,0,4305.7,1
39424,Applicant_197,2023-04-18,26,30811.24,unemployed,463,0.76,6915.87,home,married,4,rent,20,11,1,0,4275.19,1
39425,Applicant_197,2023-04-18,56,28546.61,self-employed,554,0.67,30566.61,car,divorced,4,rent,13,0,1,0,4824.86,0
39426,Applicant_197,2023-04-19,25,39839.3,employed,557,0.44,17.4,education,divorced,4,family,20,1,1,1,5659.46,0
39427,Applicant_197,2023-04-20,18,17204.33,unemployed,429,0.47,3143.16,car,married,5,rent,10,20,0,0,5759.33,1
39428,Applicant_197,2023-04-20,57,20338.0,employed,507,0.71,3422.94,personal,single,5,own,20,17,1,1,1609.0,0
39429,Applicant_197,2023-04-21,35,41431.1,unemployed,495,0.3,19083.87,car,single,0,rent,9,35,0,0,6275.4,1
39430,Applicant_197,2023-04-22,60,31330.89,employed,564,0.58,1983.94,education,single,1,own,13,5,0,0,5288.87,0
39431,Applicant_197,2023-04-22,58,27080.45,unemployed,563,0.51,274.08,education,divorced,4,own,17,1,0,0,2351.59,0
39432,Applicant_197,2023-04-24,51,55337.24,employed,577,0.12,193.19,home,single,2,rent,15,30,0,0,6803.59,1
39433,Applicant_197,2023-04-24,60,69765.04,unemployed,747,0.17,5968.87,education,married,3,rent,4,5,1,0,9173.17,1
39434,Applicant_197,2023-04-26,20,50206.21,unemployed,564,0.17,212.42,home,divorced,1,family,12,36,0,0,7525.89,1
39435,Applicant_197,2023-04-27,40,41365.87,self-employed,560,0.72,6378.67,home,married,4,rent,4,21,0,0,7136.02,0
39436,Applicant_197,2023-04-30,44,41877.64,employed,517,0.6,15619.79,home,single,4,family,4,11,1,1,5801.7,0
39437,Applicant_197,2023-05-01,31,33802.75,self-employed,409,0.56,405.05,personal,married,2,family,16,22,1,0,5200.15,0
39438,Applicant_197,2023-05-02,21,23256.37,unemployed,444,0.59,1399.82,personal,single,4,own,18,37,1,0,6011.12,0
39439,Applicant_197,2023-05-02,49,34407.81,self-employed,556,0.35,2286.74,home,married,0,family,14,40,1,0,5537.65,1
39440,Applicant_197,2023-05-03,18,49719.27,employed,533,0.4,1940.3,home,married,3,family,20,33,1,0,5774.28,1
39441,Applicant_197,2023-05-03,44,55442.98,self-employed,599,0.49,115.58,home,divorced,1,family,10,7,0,0,8054.91,1
39442,Applicant_197,2023-05-04,19,35273.0,unemployed,389,0.79,2878.11,car,single,5,family,4,14,1,1,6419.5,0
39443,Applicant_197,2023-05-04,69,22721.61,unemployed,618,0.78,3213.64,education,married,0,rent,16,1,0,0,4055.76,0
39444,Applicant_197,2023-05-06,46,19033.15,unemployed,524,0.38,23472.67,personal,divorced,0,own,8,0,0,0,4237.03,0
39445,Applicant_197,2023-05-06,53,37387.54,unemployed,585,0.75,2123.45,car,divorced,2,family,4,27,1,0,6977.36,0
39446,Applicant_197,2023-05-08,49,35388.43,self-employed,561,0.57,37999.44,education,married,3,family,10,34,0,0,6214.8,0
39447,Applicant_197,2023-05-09,56,22907.83,self-employed,662,0.74,7494.98,car,single,5,own,10,14,1,1,5234.93,0
39448,Applicant_197,2023-05-10,28,21788.75,employed,452,0.66,54.05,education,married,4,rent,18,4,0,0,4833.92,1
39449,Applicant_197,2023-05-11,23,63525.83,self-employed,557,0.5,9418.02,car,divorced,1,family,4,17,0,0,8871.95,1
39450,Applicant_197,2023-05-13,66,38607.33,unemployed,585,0.66,836.82,personal,divorced,3,rent,6,18,1,0,5154.65,0
39451,Applicant_197,2023-05-13,53,25079.73,unemployed,468,0.44,8087.15,car,married,5,rent,11,14,1,1,4736.04,0
39452,Applicant_197,2023-05-15,44,40212.96,employed,627,0.3,2213.37,home,single,3,family,15,19,1,1,4856.99,0
39453,Applicant_197,2023-05-16,46,72225.77,self-employed,659,0.18,977.81,car,single,3,family,8,27,0,0,9199.95,0
39454,Applicant_197,2023-05-16,23,55235.17,employed,467,0.38,39255.85,car,married,0,family,6,1,0,0,8556.4,0
39455,Applicant_197,2023-05-19,63,33442.21,employed,653,0.38,7396.12,education,single,1,own,7,32,0,0,4584.5,1
39456,Applicant_197,2023-05-20,24,25253.2,self-employed,494,0.54,3483.02,home,married,1,own,6,0,0,0,5151.79,0
39457,Applicant_197,2023-05-21,47,15009.82,employed,451,0.75,5575.83,education,married,1,family,18,25,1,1,3407.92,0
39458,Applicant_197,2023-05-21,57,66939.86,employed,739,0.24,57.55,car,married,2,rent,18,9,1,1,8563.69,1
39459,Applicant_197,2023-05-22,60,42784.78,unemployed,556,0.72,691.76,personal,divorced,2,rent,12,9,1,1,7145.7,0
39460,Applicant_197,2023-05-22,43,40356.49,unemployed,582,0.65,20280.65,education,married,4,family,2,6,1,1,7092.5,0
39461,Applicant_197,2023-05-25,23,98454.82,employed,784,0.36,8969.17,personal,married,1,family,19,4,1,0,12102.67,0
39462,Applicant_197,2023-05-26,66,33911.41,unemployed,540,0.55,4945.66,home,single,3,rent,4,13,1,1,5678.65,0
39463,Applicant_197,2023-05-27,32,40113.54,self-employed,603,0.77,1621.95,home,single,1,family,19,9,0,0,5931.22,0
39464,Applicant_197,2023-05-28,25,46922.44,unemployed,448,0.66,2741.13,car,married,4,rent,18,27,1,1,8938.94,0
39465,Applicant_197,2023-05-28,56,49223.12,employed,677,0.68,318.54,personal,single,2,rent,19,14,1,0,7172.75,0
39466,Applicant_197,2023-05-30,68,27611.24,employed,656,0.61,10170.81,personal,married,1,own,3,34,0,0,4489.02,0
39467,Applicant_197,2023-05-30,62,23540.93,unemployed,531,0.44,4154.72,personal,single,5,own,6,6,0,0,4926.63,1
39468,Applicant_197,2023-06-01,58,51074.18,self-employed,602,0.46,781.64,education,single,3,own,20,12,1,1,8249.83,0
39469,Applicant_197,2023-06-01,50,21476.92,employed,452,0.42,4736.96,home,single,4,family,6,30,0,0,4823.85,0
39470,Applicant_197,2023-06-02,50,9360.51,unemployed,446,0.48,2292.15,car,married,4,rent,6,24,0,0,1814.27,1
39471,Applicant_197,2023-06-03,27,21575.3,self-employed,465,0.38,5392.87,personal,single,1,rent,13,16,1,1,4810.13,0
39472,Applicant_197,2023-06-04,29,39967.96,employed,471,0.41,962.06,education,single,4,own,3,8,1,1,5450.65,0
39473,Applicant_197,2023-06-04,65,57321.73,unemployed,703,0.27,7337.4,car,married,2,rent,1,26,1,0,7995.47,1
39474,Applicant_197,2023-06-05,28,40014.42,self-employed,498,0.44,10963.64,home,married,1,own,18,9,0,0,4415.83,0
