application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,property_value,down_payment,loan_term_years,interest_rate,marital_status,num_dependents,residence_type,years_at_current_job,has_previous_mortgage,previous_default,bank_account_balance,is_approved
61482,Applicant_309,2023-05-31,50,101184.68,self-employed,684,0.25,377538.8,656192.57,193488.59,25,5.96,single,2,family,14,0,0,32437.09,1
61483,Applicant_309,2023-06-04,32,47236.6,retired,553,0.38,402712.33,728931.37,186425.23,20,4.18,single,3,family,21,0,0,26453.87,1
61484,Applicant_309,2023-06-05,37,67345.44,self-employed,691,0.42,217858.8,351677.45,53343.36,30,5.06,divorced,3,rent,11,1,1,17423.65,0
61485,Applicant_309,2023-06-06,61,44196.03,self-employed,786,0.28,262673.97,469562.99,106032.22,15,4.7,married,1,own_other,22,0,0,16597.34,1
61486,Applicant_309,2023-06-06,42,29937.18,retired,622,0.23,431681.2,637031.09,71795.46,25,4.97,single,2,family,8,0,0,14451.96,0
61487,Applicant_309,2023-06-07,47,84167.4,retired,707,0.24,437159.66,739360.41,163112.04,30,4.41,divorced,3,own_other,24,1,1,24203.52,1
61488,Applicant_309,2023-06-07,47,62220.25,self-employed,775,0.42,463638.44,897909.93,232101.5,20,3.58,married,4,own_other,22,0,0,34777.33,1
61489,Applicant_309,2023-06-08,27,80848.76,retired,658,0.2,381124.23,494235.0,115860.77,30,3.85,single,0,family,0,1,0,23456.91,1
61490,Applicant_309,2023-06-09,43,47965.65,retired,581,0.22,90818.22,135822.3,22950.66,15,4.04,single,2,own_other,20,1,1,21487.21,1
61491,Applicant_309,2023-06-10,42,96715.9,retired,783,0.15,109298.67,179992.64,39151.2,15,3.66,single,1,rent,4,0,0,29804.59,1
61492,Applicant_309,2023-06-11,62,111071.49,self-employed,815,0.11,420936.49,711590.89,166730.03,20,5.08,married,1,own_other,25,0,0,28396.71,1
61493,Applicant_309,2023-06-13,35,20292.27,employed,628,0.35,67736.02,126931.48,30913.39,25,5.59,divorced,4,rent,23,1,0,9118.43,1
61494,Applicant_309,2023-06-13,47,108765.97,self-employed,824,0.1,76006.39,129324.22,15018.91,20,5.67,married,0,family,4,1,1,26523.06,0
61495,Applicant_309,2023-06-14,53,61877.88,employed,733,0.48,220519.19,437649.35,68424.83,30,4.1,divorced,1,own_other,22,1,0,24811.08,1
61496,Applicant_309,2023-06-16,31,64199.46,retired,634,0.31,435815.88,686286.85,140026.95,30,3.0,single,4,rent,19,1,0,19438.84,0
61497,Applicant_309,2023-06-16,48,38262.35,retired,691,0.31,391748.18,487985.92,65356.11,30,5.48,married,2,rent,14,0,0,19009.61,0
61498,Applicant_309,2023-06-18,44,30692.27,self-employed,709,0.3,112255.6,222036.29,40464.45,15,3.81,divorced,4,own_other,28,0,0,20484.37,1
61499,Applicant_309,2023-06-18,60,42932.57,retired,671,0.46,55824.99,72341.59,16072.76,15,3.38,married,1,own_other,17,0,0,22879.4,1
61500,Applicant_309,2023-06-19,63,56117.41,employed,828,0.49,122033.48,193411.42,23264.68,30,3.11,single,3,family,13,0,0,21955.85,0
61501,Applicant_309,2023-06-21,35,59266.29,employed,643,0.29,285787.21,425968.38,85039.09,25,5.58,single,2,family,28,0,0,25517.17,1
61502,Applicant_309,2023-06-22,60,56592.52,self-employed,774,0.37,384970.97,495551.64,110705.7,30,5.37,divorced,2,rent,29,0,0,18145.9,1
61503,Applicant_309,2023-06-22,59,47717.2,retired,829,0.38,329185.16,533295.19,84651.49,15,3.3,married,1,rent,5,1,0,13468.19,1
61504,Applicant_309,2023-06-23,46,372244.5,retired,850,0.15,462276.59,888845.18,224679.22,15,3.2,married,0,family,0,1,0,83891.6,1
61505,Applicant_309,2023-06-24,50,39696.92,employed,736,0.36,441345.98,539847.1,68328.25,30,3.3,single,0,family,23,0,0,12819.6,0
61506,Applicant_309,2023-06-25,53,149549.1,retired,850,0.19,141217.37,231987.75,48284.91,30,4.8,single,0,family,3,0,0,42589.37,1
61507,Applicant_309,2023-06-25,30,121509.55,employed,651,0.15,445501.55,853324.05,189461.78,30,4.25,divorced,3,own_other,18,0,0,38781.47,1
61508,Applicant_309,2023-06-26,64,60325.41,retired,842,0.29,479989.44,794792.56,96177.54,25,3.21,married,4,rent,14,0,0,19420.84,1
61509,Applicant_309,2023-06-26,40,39940.05,self-employed,656,0.21,373608.34,606573.2,113449.91,25,4.3,single,0,rent,11,1,1,15141.23,0
61510,Applicant_309,2023-06-28,62,167881.71,self-employed,850,0.25,297176.44,512079.31,76096.8,30,3.66,divorced,3,rent,20,1,1,42226.44,1
61511,Applicant_309,2023-06-28,46,162801.54,self-employed,809,0.22,52197.13,92209.62,15798.38,30,5.54,single,3,rent,27,0,0,45125.51,1
61512,Applicant_309,2023-06-29,31,27433.34,self-employed,596,0.4,180242.34,222491.52,55781.62,25,3.84,married,0,family,8,0,0,15630.47,1
61513,Applicant_309,2023-06-30,58,70867.04,self-employed,750,0.41,333261.13,426251.38,82089.97,25,4.21,divorced,1,rent,23,0,0,28502.01,0
61514,Applicant_309,2023-06-30,57,59306.79,employed,809,0.39,115250.95,202131.97,45459.87,30,4.79,divorced,2,own_other,18,0,0,13832.71,1
61515,Applicant_309,2023-07-01,59,43400.09,retired,774,0.31,384972.19,498141.68,99596.98,20,4.54,married,0,family,28,0,0,24519.42,1
61516,Applicant_309,2023-07-03,60,29678.27,self-employed,697,0.41,290564.08,463847.13,88877.37,30,4.33,single,4,rent,2,1,1,18732.66,0
61517,Applicant_309,2023-07-05,39,54680.88,employed,631,0.42,451267.5,598471.68,103326.52,30,3.19,married,4,own_other,16,1,0,15594.59,0
61518,Applicant_309,2023-07-06,47,70510.23,employed,678,0.31,99337.6,160840.67,23646.4,25,5.88,divorced,1,rent,17,0,0,29828.44,0
61519,Applicant_309,2023-07-06,64,92638.71,self-employed,824,0.29,62034.1,104396.22,19962.08,20,5.95,married,2,rent,5,1,1,27835.26,0
61520,Applicant_309,2023-07-07,57,116796.84,self-employed,757,0.1,276055.41,378419.4,44514.84,15,3.88,divorced,4,own_other,8,1,0,31624.86,1
61521,Applicant_309,2023-07-08,44,36087.1,self-employed,697,0.21,86326.82,139694.84,41814.25,30,4.49,divorced,4,own_other,4,1,0,18091.48,1
61522,Applicant_309,2023-07-08,32,39468.37,employed,610,0.21,115907.02,225937.84,31470.92,20,3.24,divorced,2,own_other,24,0,0,16804.74,0
61523,Applicant_309,2023-07-11,36,31979.51,retired,595,0.26,247826.78,373003.62,43166.5,25,5.82,married,2,rent,30,1,1,26097.04,0
61524,Applicant_309,2023-07-14,65,36251.59,employed,711,0.39,154458.53,259883.94,52648.98,30,3.15,divorced,4,rent,13,1,0,27090.69,1
61525,Applicant_309,2023-07-14,36,43090.14,employed,576,0.46,419136.25,775033.5,227852.92,25,5.44,married,2,own_other,8,1,0,15701.05,0
61526,Applicant_309,2023-07-15,61,134335.94,self-employed,790,0.21,236920.45,324719.73,96211.91,20,4.03,divorced,2,own_other,26,1,1,33121.09,0
61527,Applicant_309,2023-07-16,34,42349.29,employed,658,0.28,469355.2,705552.7,100434.82,20,3.81,married,4,own_other,3,0,0,20397.09,0
61528,Applicant_309,2023-07-17,33,49484.86,self-employed,595,0.29,296499.1,424151.76,96249.03,25,5.94,married,3,family,19,0,0,19373.54,1
61529,Applicant_309,2023-07-18,31,45556.12,retired,646,0.25,381798.01,496482.2,107870.18,30,5.1,divorced,0,rent,14,1,0,17076.53,1
61530,Applicant_309,2023-07-19,48,88389.54,retired,713,0.19,286602.41,346240.4,66858.63,30,5.06,divorced,0,own_other,1,0,0,30527.81,0
61531,Applicant_309,2023-07-19,34,70554.97,self-employed,622,0.46,287584.12,352242.25,64649.68,15,5.34,divorced,1,own_other,23,0,0,26886.4,1
61532,Applicant_310,2023-01-01,46,84022.8,self-employed,740,0.19,195200.5,367193.31,39253.48,15,4.53,divorced,3,own_other,0,0,0,24618.32,0
61533,Applicant_310,2023-01-01,28,58598.54,retired,621,0.31,131113.47,243610.33,53325.16,15,4.36,married,1,rent,10,0,0,23109.15,1
61534,Applicant_310,2023-01-02,25,24532.48,retired,617,0.47,290777.2,457966.26,108300.25,25,5.54,married,4,family,14,1,0,17935.15,1
61535,Applicant_310,2023-01-02,29,71754.85,employed,638,0.36,212814.12,255942.76,40281.72,30,5.75,married,1,family,21,0,0,29093.76,0
61536,Applicant_310,2023-01-03,38,29791.82,employed,557,0.34,454617.18,819275.56,207545.97,15,4.53,single,0,rent,30,0,0,23275.24,1
61537,Applicant_310,2023-01-03,26,87570.56,retired,636,0.3,240959.22,398103.28,103462.86,25,4.98,divorced,4,family,2,0,0,25827.68,1
61538,Applicant_310,2023-01-04,28,59224.95,employed,665,0.24,487448.07,603413.64,110218.43,30,4.33,divorced,4,family,29,1,1,21560.78,0
61539,Applicant_310,2023-01-05,38,86674.29,retired,672,0.26,229699.23,290326.35,49495.63,30,5.35,single,2,family,12,0,0,26576.74,0
61540,Applicant_310,2023-01-06,25,67905.71,employed,733,0.4,379394.96,570878.53,69332.16,25,4.69,single,1,family,3,1,1,19229.51,0
61541,Applicant_310,2023-01-07,55,54712.51,employed,687,0.35,72611.67,106206.37,27310.39,20,5.49,married,1,own_other,18,1,0,25324.08,1
61542,Applicant_310,2023-01-09,35,53702.08,retired,662,0.49,496985.57,774170.12,203761.42,25,5.4,married,3,rent,30,1,1,33975.24,0
61543,Applicant_310,2023-01-11,45,106744.8,retired,777,0.22,104563.04,129747.13,35017.28,25,3.99,married,1,family,15,1,1,34279.81,1
61544,Applicant_310,2023-01-12,54,58077.15,employed,647,0.33,168890.68,262035.84,65401.16,20,3.15,married,4,family,4,1,1,23966.92,0
61545,Applicant_310,2023-01-12,59,140371.64,self-employed,850,0.18,233066.59,429888.15,87620.91,30,4.68,divorced,4,family,9,0,0,29026.66,1
61546,Applicant_310,2023-01-14,54,72989.04,employed,685,0.31,499311.34,739363.17,91501.67,15,5.69,single,0,own_other,1,1,0,21477.25,0
61547,Applicant_310,2023-01-14,37,71434.67,retired,714,0.25,68746.91,91630.45,25669.82,20,5.6,married,1,rent,13,0,0,17643.35,1
61548,Applicant_310,2023-01-16,59,175024.55,employed,850,0.12,258327.01,394070.12,72565.23,20,3.66,divorced,2,own_other,19,0,0,44262.81,0
61549,Applicant_310,2023-01-17,27,54824.04,self-employed,630,0.46,176718.63,271512.79,60689.65,15,3.78,married,0,own_other,13,0,0,21464.39,0
61550,Applicant_310,2023-01-17,38,102383.5,retired,691,0.16,213562.67,302270.37,49371.0,20,5.9,married,3,own_other,10,1,0,30575.95,0
61551,Applicant_310,2023-01-18,26,73666.58,self-employed,593,0.45,432591.59,617483.37,183855.5,25,4.4,single,1,rent,9,0,0,34777.67,1
61552,Applicant_310,2023-01-18,46,98771.08,self-employed,659,0.11,475693.27,828113.09,106426.85,30,3.43,married,3,family,7,0,0,29216.26,0
61553,Applicant_310,2023-01-20,64,55150.85,self-employed,742,0.46,471986.79,938829.2,280528.05,20,5.25,married,0,own_other,13,0,0,14908.53,1
61554,Applicant_310,2023-01-20,52,42776.26,self-employed,704,0.29,139931.07,198392.59,53449.66,25,4.43,married,2,family,21,0,0,19456.11,1
61555,Applicant_310,2023-01-21,35,63581.29,self-employed,604,0.35,140140.0,279335.37,65821.05,25,4.21,divorced,2,family,2,1,0,17440.12,0
61556,Applicant_310,2023-01-24,29,74434.95,employed,653,0.41,348646.83,601218.75,102956.1,20,3.14,divorced,4,rent,28,1,0,20774.26,0
61557,Applicant_310,2023-01-26,29,61044.48,retired,595,0.37,149227.35,192636.32,57319.34,30,4.99,divorced,2,family,2,1,0,30431.71,1
61558,Applicant_310,2023-01-28,60,49901.44,employed,738,0.49,368045.37,658044.3,72002.95,15,4.12,single,3,own_other,20,0,0,19218.32,1
61559,Applicant_310,2023-01-28,55,59403.77,retired,784,0.36,216695.55,338812.94,59233.64,25,4.46,divorced,1,family,23,0,0,18130.99,1
61560,Applicant_310,2023-01-31,27,103949.58,employed,622,0.23,123066.59,216845.74,24998.84,20,5.85,single,1,family,9,1,1,34427.61,0
61561,Applicant_310,2023-01-31,46,72883.41,self-employed,703,0.23,433025.22,860276.74,242682.32,15,3.31,single,1,family,5,1,0,29641.53,1
61562,Applicant_310,2023-02-04,56,63369.9,employed,686,0.38,479921.67,675150.52,147641.57,15,5.08,married,2,family,6,0,0,19503.09,1
61563,Applicant_310,2023-02-04,35,121875.2,retired,728,0.25,55861.73,104943.88,14400.86,30,5.12,single,1,own_other,0,0,0,34087.44,1
61564,Applicant_310,2023-02-05,59,46629.99,employed,674,0.2,376958.78,483471.78,142852.17,15,3.08,married,4,family,25,0,0,18927.65,0
61565,Applicant_310,2023-02-06,45,39253.58,self-employed,632,0.38,386534.28,639804.69,127497.35,20,3.08,divorced,3,own_other,5,1,1,20102.42,0
61566,Applicant_310,2023-02-06,26,53947.74,retired,700,0.24,289814.27,348079.33,36226.62,30,3.98,married,4,own_other,15,1,1,25603.33,0
61567,Applicant_310,2023-02-07,46,35142.97,self-employed,755,0.21,83507.17,156815.79,17787.99,20,4.9,divorced,0,own_other,7,0,0,12104.55,1
61568,Applicant_310,2023-02-09,53,73328.92,retired,782,0.39,357071.95,614474.22,137511.45,25,5.21,divorced,4,rent,7,0,0,30373.49,1
61569,Applicant_310,2023-02-09,51,39243.03,employed,697,0.37,479836.94,654727.01,163493.26,25,5.95,divorced,4,own_other,8,0,0,14112.65,1
61570,Applicant_310,2023-02-10,65,117622.1,self-employed,850,0.12,141951.88,211592.98,62578.92,30,4.89,married,4,rent,2,1,1,27888.03,0
61571,Applicant_310,2023-02-13,51,53737.73,employed,648,0.32,343322.92,610136.61,173807.72,25,5.45,married,1,own_other,6,1,0,12039.06,0
61572,Applicant_310,2023-02-13,53,53217.79,retired,679,0.46,326334.18,413352.69,52563.68,20,4.01,divorced,0,rent,23,0,0,14872.45,1
61573,Applicant_310,2023-02-14,42,113565.42,employed,771,0.28,110641.89,180780.54,25263.81,20,3.38,divorced,1,rent,27,0,0,38116.57,1
61574,Applicant_310,2023-02-14,48,67077.53,employed,790,0.23,326225.05,409493.21,82198.11,25,4.31,divorced,1,family,4,0,0,20775.24,1
61575,Applicant_310,2023-02-15,59,65532.67,employed,777,0.49,228784.7,410128.12,63470.57,20,3.53,married,2,family,19,1,1,21597.89,1
61576,Applicant_310,2023-02-15,40,59343.89,self-employed,656,0.49,115638.34,155274.74,20613.03,30,5.86,divorced,0,family,24,0,0,21481.42,0
61577,Applicant_310,2023-02-16,53,40642.03,employed,718,0.38,472838.96,575303.24,60018.31,15,5.1,married,3,rent,6,1,1,16459.76,0
61578,Applicant_310,2023-02-16,29,33497.11,employed,535,0.28,199146.73,316732.84,82539.38,25,5.13,single,3,family,10,1,0,13365.0,1
61579,Applicant_310,2023-02-17,65,27634.63,self-employed,660,0.21,98446.3,120094.06,12721.12,15,4.5,divorced,0,rent,12,1,1,14859.43,0
61580,Applicant_310,2023-02-17,63,51063.53,retired,706,0.47,170778.87,334633.49,93448.33,20,5.49,single,4,family,27,0,0,19554.2,0
61581,Applicant_310,2023-02-18,31,63438.58,self-employed,609,0.39,273878.41,436527.07,119143.2,30,5.45,married,4,own_other,18,0,0,18728.44,1
61582,Applicant_310,2023-02-18,43,73547.39,employed,694,0.22,167229.04,240728.57,48327.34,30,5.17,married,3,own_other,10,1,1,34241.53,1
61583,Applicant_310,2023-02-19,62,142273.48,self-employed,850,0.11,426429.38,750741.3,76698.4,30,4.07,single,1,rent,7,0,0,36823.11,1
61584,Applicant_310,2023-02-20,27,70528.89,employed,637,0.2,153794.97,214506.64,33310.73,25,4.62,married,4,rent,1,1,1,32312.39,0
61585,Applicant_310,2023-02-20,48,50223.63,self-employed,737,0.5,352683.53,621218.04,185461.81,20,4.73,single,0,rent,6,0,0,21886.12,1
61586,Applicant_310,2023-02-21,34,40948.42,retired,601,0.39,350114.25,485560.71,64350.7,30,3.13,divorced,2,own_other,6,1,0,18802.49,1
61587,Applicant_310,2023-02-23,55,47381.51,self-employed,718,0.44,98526.46,186211.0,23375.86,25,4.56,single,0,rent,23,1,1,27789.74,1
61588,Applicant_310,2023-02-24,36,58924.2,retired,678,0.28,429247.82,557750.56,97448.84,30,4.18,divorced,2,rent,20,1,1,26203.2,1
61589,Applicant_310,2023-02-25,28,83749.74,retired,688,0.23,317499.91,488513.25,83267.84,15,5.94,married,0,family,16,1,1,26384.16,0
61590,Applicant_310,2023-02-25,57,144233.17,retired,850,0.21,233167.07,426218.4,102053.06,15,3.08,divorced,2,rent,19,1,0,34604.5,1
61591,Applicant_310,2023-02-26,31,45956.21,self-employed,672,0.28,132724.94,159315.78,17637.81,25,4.17,married,4,rent,25,1,1,14888.6,0
61592,Applicant_310,2023-02-26,62,96620.09,self-employed,830,0.17,165791.7,212257.04,47200.49,30,5.21,married,4,own_other,6,0,0,26986.31,1
61593,Applicant_310,2023-02-27,55,69697.57,retired,756,0.45,50573.01,61390.27,16123.16,20,3.36,single,3,rent,27,0,0,23495.47,1
61594,Applicant_310,2023-03-01,47,71473.21,self-employed,689,0.47,452929.12,828728.84,161272.46,15,5.77,divorced,3,own_other,28,1,1,22956.38,0
61595,Applicant_310,2023-03-01,38,40667.14,self-employed,635,0.22,77304.52,150170.69,38229.7,25,3.63,single,3,family,16,1,0,20958.91,1
61596,Applicant_310,2023-03-02,45,214136.57,employed,850,0.27,116856.26,174125.54,28554.99,30,4.0,single,3,family,24,1,1,55279.66,0
61597,Applicant_310,2023-03-02,59,70655.13,retired,681,0.34,390019.77,571630.55,161286.3,15,4.12,married,3,rent,8,1,0,20295.61,1
61598,Applicant_310,2023-03-04,63,45275.1,retired,736,0.3,395863.58,547420.07,115666.58,30,4.13,married,1,rent,18,0,0,18558.04,1
61599,Applicant_310,2023-03-04,31,51885.14,retired,697,0.27,112163.04,141941.51,37842.88,15,3.23,single,0,own_other,7,0,0,11288.9,0
61600,Applicant_310,2023-03-05,42,44676.5,employed,771,0.35,226685.61,337524.07,91052.07,25,3.93,divorced,4,rent,8,0,0,16600.13,0
61601,Applicant_310,2023-03-05,53,42644.23,retired,665,0.44,451364.51,585532.21,85443.21,20,5.06,divorced,0,family,28,0,0,7425.0,0
61602,Applicant_310,2023-03-07,55,53753.62,employed,756,0.28,468740.94,934244.7,256623.1,25,3.23,married,3,own_other,23,1,0,14981.87,0
61603,Applicant_310,2023-03-07,47,28420.43,self-employed,659,0.41,144684.26,177902.9,42404.63,15,4.15,married,2,own_other,15,0,0,2674.38,0
61604,Applicant_310,2023-03-08,40,85444.87,retired,698,0.11,376018.15,591245.44,150639.02,20,4.42,divorced,3,rent,4,1,0,27556.47,1
61605,Applicant_310,2023-03-11,61,42939.17,retired,647,0.46,238856.98,433577.69,75271.56,15,5.36,single,3,own_other,6,0,0,17954.38,0
61606,Applicant_310,2023-03-12,30,31145.36,self-employed,657,0.38,490185.26,899736.44,238978.79,15,4.64,divorced,3,own_other,27,1,0,12308.2,0
61607,Applicant_310,2023-03-14,59,77146.55,employed,718,0.4,163661.31,267410.48,72040.36,20,4.12,single,0,family,7,1,0,24383.24,1
61608,Applicant_310,2023-03-14,58,25061.56,self-employed,550,0.38,359562.87,621308.49,117913.8,25,4.78,divorced,4,family,3,1,1,13558.01,0
61609,Applicant_310,2023-03-16,61,26809.24,retired,697,0.21,65507.44,82883.34,13965.67,30,4.32,divorced,0,family,2,1,1,5428.88,0
61610,Applicant_310,2023-03-16,25,47871.93,employed,657,0.45,373953.0,542612.94,105584.0,15,3.32,single,1,family,9,1,1,14485.56,0
61611,Applicant_310,2023-03-17,64,33558.54,employed,848,0.36,184820.59,297250.28,50596.94,30,5.72,divorced,2,rent,24,0,0,23465.7,0
61612,Applicant_310,2023-03-18,26,19832.64,self-employed,586,0.39,111105.44,145762.86,20393.04,15,5.81,single,3,family,13,0,0,15556.69,0
61613,Applicant_310,2023-03-20,52,83137.7,retired,766,0.15,265124.99,386821.55,104412.59,25,4.98,divorced,0,family,7,0,0,29294.67,1
61614,Applicant_310,2023-03-20,42,83381.98,employed,755,0.23,219518.82,349370.48,43087.52,15,5.09,divorced,3,family,17,1,0,22617.55,1
61615,Applicant_310,2023-03-21,35,19712.85,employed,661,0.23,333643.53,544878.75,56198.33,15,4.57,married,1,family,30,1,1,13492.05,1
61616,Applicant_310,2023-03-21,47,75998.49,self-employed,769,0.45,65545.96,112681.15,12758.92,20,5.54,single,3,rent,1,1,1,32546.62,0
61617,Applicant_310,2023-03-23,65,56984.8,employed,790,0.49,123396.23,207302.29,47957.42,25,4.52,divorced,4,own_other,6,1,1,21020.64,1
61618,Applicant_310,2023-03-24,35,81027.99,employed,624,0.13,149662.66,285354.51,79399.5,20,4.37,married,2,family,9,1,1,18636.98,1
61619,Applicant_310,2023-03-24,48,61617.42,retired,761,0.29,354865.09,597029.93,70109.74,30,4.31,married,0,rent,11,1,0,9728.88,1
61620,Applicant_310,2023-03-26,65,76694.57,employed,771,0.48,492841.62,801542.98,156927.08,20,4.93,divorced,0,own_other,29,0,0,21939.24,0
61621,Applicant_310,2023-03-27,40,39173.75,retired,652,0.38,58895.95,92370.8,9582.78,25,4.43,married,1,own_other,21,0,0,20983.45,0
61622,Applicant_310,2023-03-28,57,29057.04,retired,701,0.24,136630.93,247215.87,60230.94,15,5.79,married,3,own_other,8,1,1,9502.94,1
61623,Applicant_310,2023-03-30,34,15657.48,employed,702,0.38,418731.99,635221.57,149904.41,30,4.29,single,1,rent,13,1,0,14534.02,1
61624,Applicant_310,2023-03-30,26,55699.92,employed,630,0.22,244012.37,417964.46,53019.64,25,3.48,single,2,rent,23,1,0,24971.78,1
61625,Applicant_310,2023-03-31,29,40752.19,retired,633,0.35,265727.31,527173.72,95836.54,30,4.18,single,3,rent,9,0,0,14817.58,1
61626,Applicant_310,2023-03-31,39,74101.04,self-employed,693,0.41,437407.11,757305.73,134586.75,15,4.58,married,1,family,9,1,1,23893.91,0
61627,Applicant_310,2023-04-03,37,56356.79,self-employed,653,0.22,467326.75,626054.06,112224.71,25,5.08,single,1,own_other,0,1,0,25195.92,0
61628,Applicant_310,2023-04-03,64,62503.44,employed,742,0.36,281574.88,557142.21,140148.7,20,3.13,married,3,own_other,13,0,0,23490.95,0
61629,Applicant_310,2023-04-04,59,36339.66,self-employed,722,0.43,283903.13,516976.47,85693.87,15,5.52,married,2,own_other,27,0,0,20687.25,1
61630,Applicant_310,2023-04-04,64,27339.56,retired,571,0.26,363568.7,480595.29,64072.55,30,4.71,married,4,rent,9,0,0,17793.91,0
61631,Applicant_310,2023-04-05,65,96246.07,employed,781,0.12,122088.02,181306.09,29231.56,25,5.19,married,3,family,12,0,0,27135.84,1
61632,Applicant_310,2023-04-06,29,132365.6,self-employed,664,0.14,91989.41,174226.25,49142.85,30,5.4,married,4,family,24,1,0,40263.72,1
61633,Applicant_310,2023-04-07,51,41803.64,employed,710,0.24,433082.69,693540.53,152135.73,15,4.01,single,2,family,3,1,1,11215.93,0
61634,Applicant_310,2023-04-09,25,80719.29,employed,732,0.25,59825.16,80215.67,14222.33,15,4.76,single,3,rent,7,0,0,26780.96,1
61635,Applicant_310,2023-04-10,55,78848.33,self-employed,737,0.24,467338.2,916054.44,166076.44,30,4.98,divorced,2,rent,8,0,0,21691.81,1
61636,Applicant_310,2023-04-11,62,84050.49,retired,788,0.14,432055.65,553609.75,165214.76,25,3.81,married,3,rent,10,0,0,34105.51,1
61637,Applicant_310,2023-04-12,32,42287.11,retired,604,0.37,394494.65,496541.11,58297.72,25,5.79,divorced,3,own_other,27,1,1,20359.67,0
61638,Applicant_310,2023-04-13,36,91235.22,retired,724,0.29,207263.91,384714.55,49092.5,15,3.41,divorced,4,rent,9,0,0,37522.17,1
61639,Applicant_310,2023-04-14,59,75601.57,retired,762,0.45,376386.93,681723.29,154351.63,30,3.72,married,3,rent,22,1,0,26913.7,1
61640,Applicant_310,2023-04-14,44,72299.97,retired,668,0.36,217823.36,417761.64,100467.2,30,4.35,married,0,family,3,1,1,21289.02,0
61641,Applicant_310,2023-04-15,63,58482.57,retired,717,0.3,181316.94,266578.15,29057.42,30,4.69,divorced,3,rent,22,1,1,17814.87,1
61642,Applicant_310,2023-04-15,51,106550.96,employed,762,0.26,394018.02,588557.64,171416.86,30,3.83,single,0,own_other,24,0,0,22594.11,1
61643,Applicant_310,2023-04-17,35,199200.1,employed,832,0.25,199081.65,375364.07,94970.21,30,4.36,single,0,rent,5,1,1,49989.19,1
61644,Applicant_310,2023-04-18,60,128066.63,retired,722,0.18,145553.66,256794.31,61639.8,20,4.8,divorced,4,family,21,0,0,34113.9,1
61645,Applicant_310,2023-04-18,51,77920.46,employed,698,0.21,335870.29,443679.25,82619.01,30,4.67,divorced,1,family,5,1,1,27582.79,0
61646,Applicant_310,2023-04-19,63,64955.97,retired,743,0.2,391811.78,513433.19,134551.43,30,5.07,single,2,own_other,17,0,0,30696.9,1
61647,Applicant_310,2023-04-21,46,102348.6,employed,605,0.1,351959.66,671989.92,143403.8,20,3.7,divorced,4,rent,16,0,0,41022.45,1
61648,Applicant_310,2023-04-21,36,111849.32,retired,674,0.24,225310.21,393827.59,52028.91,15,5.42,single,2,rent,18,0,0,36615.85,0
61649,Applicant_310,2023-04-22,49,42811.16,retired,680,0.43,76105.62,114754.72,27479.06,15,5.31,divorced,0,rent,30,1,0,22344.41,0
61650,Applicant_310,2023-04-23,61,59577.63,employed,740,0.44,441965.44,808630.56,146478.75,20,3.37,single,4,own_other,24,0,0,13675.95,0
61651,Applicant_310,2023-04-23,32,34706.39,employed,577,0.33,51682.71,95363.74,21714.4,20,3.13,single,3,own_other,20,1,1,22093.45,0
61652,Applicant_310,2023-04-24,65,25084.67,self-employed,733,0.24,216377.0,281222.43,83775.57,15,5.89,single,0,rent,28,0,0,15683.35,1
61653,Applicant_310,2023-04-24,55,77132.19,retired,750,0.39,139647.98,183725.77,19049.32,30,4.47,divorced,4,rent,5,0,0,26813.49,0
61654,Applicant_310,2023-04-25,40,40681.56,retired,701,0.39,414714.12,576264.23,93288.41,25,3.9,single,0,family,27,1,1,21909.92,1
61655,Applicant_310,2023-04-27,25,123745.69,self-employed,679,0.26,60436.74,107675.31,11424.54,30,3.74,married,1,rent,19,1,0,35064.23,0
61656,Applicant_310,2023-04-29,35,78252.04,self-employed,734,0.48,426854.27,734673.43,80624.2,15,3.95,single,3,family,30,1,1,32243.26,0
61657,Applicant_310,2023-04-29,41,85285.65,employed,677,0.2,232320.01,439629.28,51855.39,30,4.71,divorced,1,family,17,0,0,30009.13,0
61658,Applicant_310,2023-04-30,62,95314.89,retired,850,0.11,86252.2,136928.37,35038.5,15,5.7,single,0,rent,25,1,1,27592.97,0
61659,Applicant_310,2023-05-01,58,34088.1,employed,681,0.31,323160.0,396775.38,97366.34,15,3.43,divorced,1,rent,13,0,0,18039.72,1
61660,Applicant_310,2023-05-01,47,75607.48,employed,629,0.27,88872.97,147813.5,42309.81,20,5.43,single,4,family,26,0,0,22010.3,1
61661,Applicant_310,2023-05-02,44,40793.11,self-employed,694,0.3,411585.27,532254.29,70341.12,30,3.43,married,1,rent,5,1,1,23139.08,0
61662,Applicant_310,2023-05-04,44,29756.18,self-employed,657,0.32,271643.69,456158.98,125813.73,25,5.2,divorced,4,rent,5,1,1,18964.83,0
61663,Applicant_310,2023-05-04,64,157615.52,retired,850,0.21,375758.51,481601.79,113440.77,25,4.42,divorced,2,own_other,18,1,1,38899.47,1
61664,Applicant_310,2023-05-05,48,73000.24,employed,764,0.21,278177.65,530587.78,53994.58,15,3.35,divorced,4,rent,5,1,0,23799.19,1
61665,Applicant_310,2023-05-05,47,40638.75,retired,666,0.46,339576.76,450357.24,112997.51,20,5.46,single,1,own_other,26,1,1,18339.83,1
