client_id,age,income,credit_score,debt_to_income_ratio,num_bank_products,tenure_years,digital_usage_score,satisfaction_score,previous_insurance,family_size,employment_stability,region,marketing_exposure,complaints,life_events,buy_insurance
5497,42,73238,608,0.26,1,5,8,8,0,5,Stable,Suburban,0,0,None,0
5498,46,81406,850,0.15,3,11,6,4,0,1,Unstable,Suburban,0,0,Home Purchase,1
5499,51,46586,763,0.38,3,8,4,7,0,1,Unstable,Suburban,0,2,None,0
5500,37,65034,772,0.22,4,11,6,3,1,5,Stable,Rural,0,2,Child Birth,0
5501,57,74343,812,0.17,4,15,2,9,1,2,Unstable,Urban,0,1,Marriage,1
5502,29,55455,595,0.21,5,9,4,2,0,4,Stable,Suburban,4,0,Child Birth,0
5503,50,49463,496,0.23,2,18,8,6,0,2,Stable,Rural,1,1,Home Purchase,0
5504,37,77814,693,0.35,2,6,4,5,0,4,Stable,Rural,0,2,Child Birth,0
5505,51,55557,789,0.29,3,6,5,4,1,5,Unstable,Suburban,3,0,Child Birth,1
5506,38,30072,680,0.14,1,11,2,2,0,5,Stable,Urban,1,2,Home Purchase,0
5507,48,94326,563,0.37,4,3,3,9,1,4,Unstable,Suburban,2,1,Marriage,1
5508,27,32842,609,0.49,1,11,3,5,0,5,Stable,Suburban,4,1,Marriage,1
5509,54,57637,582,0.39,4,3,2,1,1,5,Stable,Urban,0,0,None,0
5510,59,68044,638,0.59,3,18,8,5,0,4,Unstable,Rural,2,1,Marriage,0
5511,38,71380,584,0.15,2,3,3,7,0,1,Stable,Suburban,1,0,Child Birth,1
5512,36,64240,714,0.51,3,10,1,3,0,2,Unstable,Suburban,1,1,None,0
5513,52,20000,645,0.35,4,4,2,7,1,2,Unstable,Suburban,4,1,None,0
5514,68,42437,763,0.36,2,4,8,6,0,3,Stable,Suburban,4,1,Marriage,1
5515,53,67407,602,0.36,1,1,1,7,0,5,Unstable,Rural,0,0,Marriage,1
5516,67,57272,725,0.26,1,17,1,9,0,1,Unstable,Rural,3,2,Home Purchase,0
5517,41,72791,696,0.26,5,6,1,2,0,1,Unstable,Urban,4,0,Child Birth,0
5518,64,85537,739,0.42,1,4,8,2,0,5,Stable,Rural,1,2,Marriage,0
5519,45,72667,753,0.12,5,9,6,1,1,2,Unstable,Suburban,2,0,Marriage,1
5520,47,41774,764,0.39,2,10,7,2,1,3,Stable,Rural,2,0,Home Purchase,0
5521,44,46537,783,0.46,3,5,4,3,0,3,Stable,Urban,2,2,None,0
5522,35,100786,754,0.28,3,8,8,7,0,3,Stable,Suburban,4,1,Marriage,0
5523,58,55522,729,0.21,2,18,2,3,0,4,Stable,Rural,0,1,Child Birth,0
5524,34,57614,633,0.21,2,8,9,8,0,4,Stable,Urban,1,2,Marriage,0
5525,34,72746,785,0.14,4,18,4,3,0,5,Stable,Rural,4,1,None,0
5526,67,90930,630,0.14,1,7,1,2,1,3,Unstable,Suburban,4,1,Marriage,0
5527,30,37468,670,0.18,1,8,2,4,0,1,Stable,Urban,3,1,Child Birth,0
5528,60,47597,613,0.11,1,7,8,4,0,4,Stable,Rural,2,1,None,1
5529,48,20000,611,0.23,5,19,9,5,1,4,Stable,Suburban,1,1,None,1
5530,36,52590,668,0.25,1,11,5,5,1,5,Stable,Urban,2,1,Home Purchase,0
5531,67,74189,676,0.6,4,11,4,3,1,4,Stable,Suburban,0,2,Marriage,0
5532,47,50893,618,0.6,3,3,7,1,1,5,Stable,Suburban,0,1,Child Birth,0
5533,51,103995,702,0.19,3,13,2,8,0,1,Stable,Suburban,4,0,Marriage,0
5534,69,62905,715,0.21,5,10,7,2,1,5,Stable,Suburban,0,1,Child Birth,0
5535,61,57443,645,0.35,4,6,9,5,1,3,Unstable,Urban,1,0,Marriage,0
5536,30,51196,850,0.17,2,3,2,2,0,4,Unstable,Suburban,4,0,Marriage,0
5537,25,26003,733,0.35,3,10,8,6,1,2,Stable,Rural,1,0,Marriage,0
5538,30,57741,711,0.3,4,2,6,7,0,5,Unstable,Suburban,2,0,Child Birth,0
5539,46,68959,632,0.26,2,1,6,7,1,1,Stable,Rural,0,1,Child Birth,0
5540,65,57048,713,0.51,5,12,4,1,0,3,Unstable,Rural,0,0,Child Birth,0
5541,48,65777,724,0.51,1,4,9,9,0,5,Unstable,Rural,4,0,Home Purchase,1
5542,49,43233,699,0.59,4,11,8,1,0,3,Stable,Suburban,2,2,Marriage,0
5543,39,28881,841,0.21,3,1,7,8,1,1,Unstable,Suburban,0,2,None,1
5544,50,57344,529,0.54,5,16,5,1,0,3,Stable,Rural,0,0,Home Purchase,0
5545,32,65515,661,0.37,4,6,5,3,1,1,Stable,Suburban,1,1,Child Birth,0
5546,48,55782,771,0.4,5,15,2,4,0,4,Unstable,Rural,0,1,Marriage,0
5547,62,65087,610,0.55,2,10,5,9,1,3,Unstable,Suburban,4,1,Child Birth,0
5548,30,79416,545,0.57,4,8,3,8,0,2,Stable,Suburban,1,2,Home Purchase,0
5549,59,79320,648,0.46,1,17,7,5,1,2,Unstable,Urban,1,1,Child Birth,0
5550,66,81434,804,0.27,2,13,9,4,0,2,Stable,Rural,4,1,Marriage,1
5551,25,85133,612,0.34,1,9,6,9,1,5,Stable,Urban,4,2,Child Birth,0
5552,60,72427,664,0.41,5,6,7,1,0,4,Stable,Suburban,2,2,Child Birth,0
5553,36,68908,742,0.51,1,17,7,6,1,4,Stable,Urban,4,2,Home Purchase,0
5554,62,108574,642,0.43,2,2,7,8,0,1,Stable,Urban,2,2,Marriage,1
5555,35,79590,656,0.28,2,18,4,7,1,1,Unstable,Suburban,3,1,Home Purchase,0
5556,36,38870,634,0.31,2,16,6,8,1,5,Unstable,Urban,3,1,Marriage,0
5557,66,20000,643,0.13,5,6,7,3,0,3,Stable,Rural,0,0,Marriage,0
5558,63,53971,583,0.56,3,3,4,5,0,5,Unstable,Rural,3,1,Marriage,0
5559,31,75618,674,0.14,5,3,9,1,0,2,Unstable,Suburban,1,0,None,0
5560,35,83973,806,0.39,2,14,9,8,0,4,Unstable,Suburban,1,2,None,1
5561,60,28738,850,0.54,5,10,4,2,0,1,Stable,Suburban,0,0,Child Birth,0
5562,55,78235,824,0.31,4,10,8,3,1,1,Stable,Urban,3,0,None,0
5563,57,88367,713,0.5,4,2,8,2,0,4,Stable,Rural,3,0,None,1
5564,37,75218,850,0.5,3,7,2,1,1,2,Unstable,Urban,1,2,Home Purchase,0
5565,42,70393,850,0.13,5,14,6,2,0,2,Unstable,Suburban,2,1,Home Purchase,0
5566,65,56679,718,0.31,5,17,9,2,0,2,Unstable,Rural,0,0,None,0
5567,48,48499,600,0.45,4,17,8,6,0,4,Stable,Suburban,0,1,Marriage,0
5568,33,79638,831,0.31,2,10,1,4,1,5,Unstable,Urban,4,2,Child Birth,0
5569,55,74583,579,0.37,1,3,5,4,0,2,Unstable,Suburban,4,1,Child Birth,0
5570,65,51821,611,0.4,2,17,5,1,0,5,Stable,Urban,3,0,Child Birth,1
5571,34,123552,491,0.18,3,13,9,2,1,3,Unstable,Rural,0,1,Home Purchase,0
5572,26,22255,772,0.31,1,16,2,3,0,1,Unstable,Urban,4,2,Home Purchase,0
5573,62,54196,468,0.11,2,3,5,9,0,5,Stable,Rural,4,2,Child Birth,0
5574,39,40715,799,0.17,5,15,1,5,0,3,Stable,Rural,0,1,Child Birth,0
5575,27,69604,850,0.36,5,7,8,4,0,4,Stable,Rural,0,0,Marriage,1
5576,67,20000,850,0.39,4,13,8,3,1,3,Stable,Urban,2,0,Child Birth,1
5577,55,91731,573,0.17,5,7,2,1,0,3,Stable,Urban,2,1,Child Birth,0
5578,30,85136,513,0.48,5,11,1,1,0,1,Unstable,Urban,1,0,Child Birth,0
5579,27,66683,635,0.29,3,14,3,8,0,3,Unstable,Rural,1,2,Child Birth,0
5580,35,52241,787,0.56,1,11,9,9,1,3,Stable,Urban,2,2,Child Birth,0
5581,39,77907,820,0.29,2,19,7,3,0,1,Stable,Suburban,3,2,Child Birth,0
5582,69,68217,766,0.17,2,7,7,9,0,4,Unstable,Rural,2,0,Child Birth,1
5583,52,83800,752,0.48,3,2,4,8,0,2,Unstable,Suburban,2,0,Marriage,1
5584,34,56938,850,0.38,1,3,5,1,0,5,Stable,Urban,2,0,Home Purchase,1
5585,62,55463,652,0.29,5,2,7,6,0,5,Unstable,Urban,3,0,Child Birth,1
5586,31,86943,622,0.28,3,5,2,9,1,3,Unstable,Urban,3,0,Marriage,1
5587,39,75841,581,0.18,5,18,3,4,0,2,Unstable,Suburban,1,2,Home Purchase,0
5588,42,55649,743,0.27,2,16,3,9,0,2,Stable,Urban,4,2,Marriage,1
5589,42,69195,682,0.11,3,3,7,2,1,3,Stable,Suburban,3,0,Marriage,1
5590,65,64620,782,0.35,3,15,7,9,0,5,Unstable,Urban,0,0,Marriage,0
5591,48,71680,654,0.55,3,13,6,1,0,5,Unstable,Urban,2,1,Marriage,0
5592,26,91736,762,0.5,2,6,1,4,0,2,Stable,Rural,2,2,Home Purchase,0
5593,64,51253,661,0.11,2,16,8,5,0,2,Stable,Rural,0,2,Marriage,0
5594,44,43886,683,0.54,4,11,4,2,0,3,Unstable,Urban,2,1,Child Birth,0
5595,58,66844,693,0.33,2,14,8,6,1,5,Unstable,Suburban,1,1,Home Purchase,1
5596,67,46586,529,0.2,2,15,7,8,1,5,Stable,Suburban,4,1,Marriage,1
5597,50,37227,686,0.48,5,5,1,2,0,3,Unstable,Urban,0,2,Home Purchase,0
5598,31,84838,756,0.26,2,6,7,9,1,3,Stable,Rural,1,2,None,0
5599,62,52819,601,0.23,1,15,4,2,0,4,Unstable,Urban,1,2,Home Purchase,0
5600,54,20000,850,0.18,5,19,5,1,0,2,Unstable,Rural,1,0,None,0
5601,66,81185,700,0.34,4,11,6,6,0,2,Unstable,Rural,4,2,Child Birth,0
5602,29,49046,637,0.15,1,6,5,5,0,2,Stable,Rural,1,2,None,0
5603,35,74445,634,0.49,4,11,2,3,0,1,Unstable,Suburban,3,0,None,0
5604,25,87086,837,0.34,3,8,8,3,1,1,Stable,Rural,4,0,Home Purchase,1
5605,58,64741,617,0.32,3,12,8,8,0,3,Stable,Suburban,3,1,Child Birth,0
5606,25,20000,729,0.1,3,17,5,4,0,4,Unstable,Urban,1,0,Marriage,1
5607,43,20000,788,0.51,2,1,5,1,1,1,Stable,Urban,4,2,Child Birth,0
5608,26,43189,755,0.35,2,10,7,4,0,2,Stable,Rural,3,2,None,0
5609,45,58578,643,0.32,5,14,2,6,0,4,Unstable,Suburban,3,1,Child Birth,1
5610,44,90003,783,0.48,1,7,5,2,1,5,Unstable,Suburban,2,0,Home Purchase,1
5611,47,67283,715,0.13,1,18,1,7,0,3,Stable,Suburban,2,2,Child Birth,0
5612,45,125431,528,0.28,3,9,4,1,0,1,Stable,Suburban,2,2,Child Birth,0
5613,48,22714,822,0.39,3,16,8,9,0,4,Unstable,Rural,4,2,None,0
5614,28,63032,638,0.33,2,10,1,2,0,1,Stable,Rural,3,2,Marriage,0
5615,36,48863,682,0.19,4,12,1,9,0,1,Unstable,Rural,0,0,None,1
5616,46,65865,730,0.25,1,9,4,1,0,3,Unstable,Suburban,4,1,Child Birth,0
5617,44,103791,646,0.25,1,14,5,4,0,1,Unstable,Rural,1,0,Home Purchase,0
5618,42,105372,775,0.6,4,2,9,5,1,3,Stable,Suburban,0,1,Marriage,1
5619,25,61361,589,0.26,1,10,5,8,1,3,Unstable,Rural,1,1,None,1
5620,54,81537,642,0.2,1,10,1,5,0,5,Stable,Urban,4,0,None,0
5621,57,65388,822,0.51,2,2,3,1,0,2,Unstable,Urban,2,2,Marriage,0
5622,48,33117,702,0.31,1,6,4,1,0,5,Unstable,Urban,4,2,Home Purchase,0
5623,38,60358,594,0.32,3,11,7,2,0,1,Unstable,Rural,1,1,None,0
5624,60,47372,707,0.37,3,9,2,9,1,5,Unstable,Urban,2,1,Home Purchase,0
5625,29,58430,740,0.4,5,3,4,1,0,4,Stable,Rural,4,0,Child Birth,1
5626,35,38697,541,0.4,2,19,8,3,0,5,Unstable,Urban,2,1,Home Purchase,0
5627,48,63878,850,0.12,2,11,5,8,0,5,Unstable,Urban,4,2,Home Purchase,0
5628,55,67641,850,0.51,3,4,6,1,1,5,Stable,Urban,3,1,None,0
5629,37,77606,712,0.2,2,15,3,4,0,3,Unstable,Urban,1,0,Child Birth,0
5630,40,67746,679,0.25,2,12,4,8,0,2,Unstable,Suburban,3,2,Child Birth,0
5631,48,100865,702,0.19,5,4,9,6,0,5,Stable,Rural,1,1,None,1
5632,37,114805,789,0.48,4,15,2,6,0,5,Unstable,Suburban,3,1,Home Purchase,0
5633,48,49886,745,0.39,1,17,3,1,0,2,Unstable,Urban,4,2,Marriage,0
5634,50,84251,723,0.48,5,18,2,7,1,5,Stable,Suburban,4,0,Child Birth,1
5635,26,112865,838,0.43,4,5,2,1,0,2,Stable,Rural,1,0,Marriage,0
5636,40,84903,813,0.15,1,10,9,3,0,5,Stable,Rural,1,1,None,1
5637,62,77933,604,0.25,3,9,8,1,0,5,Stable,Urban,4,2,Marriage,0
5638,25,20000,788,0.35,4,18,7,8,0,4,Stable,Urban,3,1,Child Birth,1
5639,35,46048,815,0.25,1,12,9,4,1,4,Unstable,Urban,4,0,Marriage,1
5640,59,49697,727,0.2,5,8,8,5,0,4,Stable,Rural,2,1,None,0
5641,67,94679,759,0.53,1,11,9,1,1,3,Stable,Urban,1,2,Home Purchase,0
5642,53,41734,669,0.47,2,4,2,1,0,1,Stable,Suburban,2,2,None,0
5643,61,57865,579,0.27,1,9,7,1,0,4,Stable,Suburban,1,2,Child Birth,0
5644,41,81006,850,0.48,3,4,9,3,0,1,Unstable,Rural,0,0,Home Purchase,1
5645,63,40607,566,0.41,5,18,9,6,0,2,Stable,Rural,4,2,Child Birth,0
5646,66,66977,850,0.1,4,14,8,5,1,1,Unstable,Suburban,1,0,Home Purchase,1
5647,52,63719,693,0.29,1,14,1,7,0,2,Unstable,Rural,2,1,Home Purchase,0
5648,53,81927,824,0.25,5,1,3,1,0,1,Unstable,Urban,1,1,Home Purchase,1
5649,67,76471,702,0.21,3,9,8,8,1,2,Unstable,Urban,4,0,Child Birth,1
5650,27,75682,793,0.23,4,6,3,5,0,4,Stable,Rural,3,0,Home Purchase,1
5651,34,65019,744,0.57,1,18,4,6,0,4,Unstable,Urban,3,0,Marriage,0
5652,66,20000,633,0.34,3,11,2,2,0,4,Stable,Rural,4,1,Home Purchase,0
5653,38,63491,713,0.52,2,7,3,9,0,2,Stable,Urban,1,1,Home Purchase,1
5654,36,61382,685,0.21,5,8,5,3,0,3,Stable,Suburban,2,1,Home Purchase,0
5655,66,79163,764,0.19,5,3,6,5,0,1,Unstable,Suburban,1,1,None,0
5656,54,49426,714,0.54,1,11,6,8,1,2,Stable,Urban,3,0,None,1
5657,56,61044,728,0.35,3,11,7,1,0,4,Unstable,Rural,2,0,None,0
5658,56,61834,597,0.55,4,2,8,4,1,1,Stable,Urban,2,2,Marriage,1
5659,66,42186,572,0.13,4,15,6,5,1,4,Stable,Rural,2,1,Child Birth,0
5660,56,31168,707,0.56,4,15,6,6,0,3,Unstable,Urban,4,1,Home Purchase,0
5661,50,69563,718,0.31,4,5,2,3,1,5,Stable,Suburban,0,0,Marriage,0
5662,25,85194,594,0.18,1,8,3,4,1,4,Stable,Suburban,3,1,Home Purchase,1
5663,66,44377,757,0.44,1,16,6,3,1,5,Stable,Suburban,2,2,None,0
5664,26,54555,761,0.5,5,12,6,4,0,3,Unstable,Urban,2,0,Child Birth,1
5665,41,80738,715,0.12,3,14,6,7,1,5,Unstable,Urban,4,2,Child Birth,1
5666,54,83167,701,0.59,2,13,4,9,1,4,Unstable,Rural,4,2,Child Birth,1
5667,63,65785,573,0.45,1,9,2,9,0,3,Unstable,Urban,1,1,Marriage,0
5668,31,70355,571,0.26,4,7,8,5,0,1,Stable,Suburban,0,1,Home Purchase,1
5669,51,73301,739,0.18,2,17,2,6,1,5,Stable,Urban,2,1,Marriage,0
5670,33,77775,617,0.3,5,2,3,9,0,5,Stable,Urban,0,1,Marriage,1
5671,46,33214,624,0.21,4,8,1,4,1,2,Unstable,Rural,4,0,Home Purchase,0
5672,58,107930,727,0.35,3,13,9,7,1,4,Stable,Suburban,1,0,Marriage,1
5673,25,66850,850,0.49,2,8,3,3,0,4,Stable,Suburban,0,2,Home Purchase,0
5674,33,78245,660,0.43,5,18,2,9,1,5,Unstable,Suburban,2,1,Marriage,0
5675,44,40954,850,0.32,1,13,6,9,0,5,Stable,Suburban,1,0,None,0
5676,43,55352,692,0.16,3,8,8,5,0,5,Unstable,Urban,2,0,None,1
5677,60,69424,756,0.58,4,16,4,4,1,4,Stable,Suburban,2,0,None,0
5678,64,20000,795,0.24,2,3,1,9,0,2,Unstable,Suburban,0,0,Child Birth,0
5679,69,37471,803,0.24,5,15,7,5,0,5,Stable,Urban,3,2,None,0
5680,28,41867,733,0.42,2,10,3,1,1,4,Stable,Suburban,3,0,Marriage,1
5681,33,28034,677,0.49,3,18,5,2,0,4,Unstable,Suburban,2,1,Child Birth,0
5682,65,62652,782,0.59,1,19,2,7,0,2,Unstable,Suburban,0,2,None,0
5683,46,58147,742,0.58,1,2,8,3,1,2,Unstable,Urban,2,0,Child Birth,0
5684,42,95592,656,0.56,3,10,3,1,0,2,Unstable,Rural,1,0,None,0
5685,36,31983,840,0.32,4,16,9,9,0,1,Stable,Urban,4,1,None,1
5686,66,65868,745,0.18,2,8,1,4,0,1,Stable,Suburban,4,2,Child Birth,0
5687,67,37997,625,0.39,4,7,6,3,1,5,Unstable,Urban,3,0,None,1
5688,63,20000,613,0.11,5,4,3,5,0,4,Unstable,Rural,4,2,Child Birth,0
5689,33,74695,850,0.2,4,9,4,1,0,2,Unstable,Rural,3,2,Home Purchase,0
5690,30,76764,650,0.1,3,2,4,1,0,1,Stable,Urban,3,1,Child Birth,0
5691,43,73802,775,0.19,1,16,8,1,1,5,Stable,Suburban,1,2,Marriage,1
5692,31,27087,737,0.34,3,7,9,7,0,4,Unstable,Rural,1,0,Home Purchase,1
5693,40,62089,771,0.3,3,15,5,7,0,2,Stable,Urban,3,1,Child Birth,1
5694,29,74934,850,0.28,2,5,3,9,0,1,Unstable,Suburban,4,1,Home Purchase,0
5695,40,83804,799,0.52,3,1,9,5,1,1,Unstable,Suburban,4,0,Child Birth,1
5696,25,75707,783,0.44,5,5,1,2,0,4,Stable,Urban,3,2,Marriage,1
5697,61,84128,680,0.57,2,13,1,9,1,1,Stable,Suburban,2,1,None,0
5698,63,86684,633,0.32,2,13,3,4,0,4,Stable,Urban,2,2,Child Birth,0
5699,43,62621,850,0.24,4,18,2,5,0,2,Unstable,Rural,1,0,Marriage,0
5700,61,72463,695,0.16,3,2,8,1,0,4,Unstable,Suburban,1,1,Child Birth,0
5701,41,84991,689,0.44,4,18,5,2,0,2,Stable,Rural,4,0,Marriage,0
5702,50,69753,728,0.52,4,10,1,8,0,3,Stable,Suburban,4,0,Home Purchase,1
5703,46,89974,719,0.19,2,3,3,2,0,1,Stable,Rural,4,1,Home Purchase,0
5704,32,81862,850,0.54,4,10,3,8,0,3,Stable,Rural,3,1,None,1
5705,57,44188,753,0.36,4,9,2,1,1,4,Unstable,Urban,1,0,Marriage,1
5706,26,27350,569,0.17,2,3,9,9,1,2,Stable,Rural,1,1,None,0
5707,54,60482,634,0.42,2,6,1,9,0,1,Stable,Suburban,2,0,Home Purchase,0
5708,44,30471,701,0.36,1,11,5,9,0,5,Stable,Rural,0,1,Marriage,0
5709,42,62078,802,0.11,3,6,9,6,0,1,Stable,Suburban,1,1,Child Birth,1
5710,67,59814,547,0.3,1,5,3,2,1,5,Stable,Urban,1,0,Marriage,1
5711,34,92522,749,0.49,2,14,3,1,0,1,Stable,Suburban,0,2,None,1
5712,48,72626,773,0.38,5,2,7,6,0,2,Stable,Urban,0,1,Child Birth,0
5713,28,84448,788,0.24,4,1,1,4,0,4,Unstable,Suburban,0,2,Home Purchase,0
5714,61,47760,691,0.56,4,5,9,8,1,2,Unstable,Suburban,1,1,Child Birth,0
5715,28,98241,804,0.22,2,8,7,8,0,1,Stable,Suburban,4,2,None,1
5716,37,82341,618,0.23,4,10,8,2,0,5,Unstable,Rural,1,2,Marriage,1
5717,49,70685,794,0.28,1,19,2,2,0,2,Unstable,Urban,3,0,Child Birth,0
5718,37,20000,693,0.55,4,3,3,4,1,2,Unstable,Suburban,2,1,Home Purchase,0
5719,42,89468,704,0.35,5,18,9,9,0,5,Unstable,Rural,3,2,Marriage,0
5720,48,104333,703,0.44,3,7,4,6,0,3,Stable,Rural,0,2,Child Birth,0
5721,26,60282,765,0.59,1,13,5,7,0,1,Unstable,Urban,1,2,None,0
5722,57,60793,589,0.49,3,14,9,3,0,2,Unstable,Urban,1,0,Child Birth,0
5723,43,47083,788,0.19,3,18,8,7,0,2,Stable,Suburban,2,2,None,0
5724,33,20000,787,0.49,5,12,5,3,0,1,Stable,Rural,2,1,Home Purchase,0
5725,52,45947,669,0.47,5,8,2,2,0,5,Stable,Urban,2,0,Marriage,1
5726,59,101485,700,0.22,5,18,3,2,0,1,Unstable,Rural,2,0,Child Birth,0
5727,63,86975,614,0.26,5,6,3,9,0,4,Unstable,Rural,3,0,Home Purchase,0
5728,34,40682,583,0.46,1,12,7,7,1,4,Unstable,Suburban,3,1,Home Purchase,0
5729,25,45540,719,0.22,5,3,6,5,0,2,Stable,Rural,2,0,Child Birth,1
5730,66,113377,720,0.2,1,3,7,3,0,4,Stable,Rural,2,1,None,0
5731,45,34496,666,0.45,4,16,8,8,0,1,Unstable,Rural,3,2,Marriage,0
5732,33,42114,575,0.54,3,17,5,2,0,2,Unstable,Urban,1,0,Child Birth,0
5733,39,49260,745,0.14,4,16,6,3,0,4,Stable,Urban,1,0,Child Birth,0
5734,59,26049,663,0.32,4,13,1,5,0,5,Stable,Suburban,4,1,None,0
5735,29,46562,625,0.4,2,13,4,1,0,4,Stable,Rural,1,2,Child Birth,0
5736,65,46942,827,0.44,4,12,6,6,0,5,Unstable,Suburban,1,1,Marriage,0
5737,46,37443,602,0.6,4,2,4,2,0,4,Unstable,Urban,4,0,Home Purchase,0
5738,65,93199,756,0.44,2,14,1,7,0,5,Unstable,Suburban,4,0,Child Birth,0
5739,47,30829,550,0.41,4,10,3,7,0,1,Stable,Suburban,3,2,None,0
5740,31,56451,556,0.59,2,19,3,1,1,1,Unstable,Rural,2,0,Marriage,0
5741,47,38074,748,0.13,1,5,3,4,0,3,Stable,Rural,3,0,None,0
5742,68,54750,666,0.14,3,16,4,1,0,1,Unstable,Rural,2,0,Child Birth,0
5743,49,36913,583,0.38,5,5,9,7,0,4,Stable,Urban,1,2,Marriage,0
5744,51,61897,794,0.28,4,2,9,5,0,2,Unstable,Rural,2,2,Child Birth,1
5745,65,68036,737,0.15,1,6,8,8,0,5,Unstable,Urban,4,0,Home Purchase,1
5746,30,95054,487,0.25,3,12,3,1,0,1,Stable,Urban,4,0,Child Birth,0
5747,58,45285,795,0.44,1,13,2,4,1,2,Stable,Urban,2,2,Marriage,0
5748,33,100445,593,0.54,2,13,3,9,1,5,Unstable,Rural,2,0,Marriage,1
5749,57,39825,529,0.15,1,14,5,1,1,5,Stable,Rural,2,0,None,1
5750,30,54049,617,0.37,4,19,7,3,1,5,Unstable,Suburban,1,0,Home Purchase,0
5751,61,104118,695,0.25,4,15,2,2,1,1,Unstable,Urban,1,1,None,1
5752,55,132573,707,0.43,5,3,6,9,1,5,Unstable,Urban,1,1,None,1
5753,58,102148,536,0.37,5,9,2,5,0,3,Unstable,Rural,1,1,Marriage,1
5754,65,54410,558,0.56,4,10,1,6,0,1,Stable,Urban,0,2,Marriage,0
5755,53,72871,623,0.12,1,7,3,8,1,2,Unstable,Urban,0,1,None,0
5756,38,77065,630,0.34,4,14,4,9,0,3,Unstable,Rural,3,1,Marriage,0
5757,60,68635,776,0.2,1,17,2,8,0,3,Unstable,Suburban,2,2,None,1
5758,60,34803,658,0.37,4,14,3,8,1,1,Unstable,Rural,1,0,Child Birth,0
5759,39,65864,774,0.53,3,10,6,1,0,5,Unstable,Rural,1,1,Home Purchase,1
5760,32,47353,809,0.56,1,5,9,1,0,3,Unstable,Rural,4,2,Child Birth,1
5761,50,35789,755,0.3,2,18,2,8,0,4,Unstable,Urban,0,1,Child Birth,0
5762,60,52215,392,0.51,2,17,7,1,1,2,Stable,Suburban,1,1,Home Purchase,0
5763,45,67883,669,0.24,5,18,1,5,1,4,Stable,Rural,2,1,Marriage,0
5764,52,85034,683,0.1,3,4,4,4,0,1,Unstable,Suburban,4,0,None,1
5765,28,53651,694,0.53,2,1,2,5,0,3,Stable,Rural,3,1,Child Birth,0
5766,40,58034,491,0.16,4,13,4,8,0,5,Unstable,Suburban,3,1,Home Purchase,0
5767,46,80098,623,0.11,2,10,2,8,0,5,Stable,Urban,0,0,Child Birth,0
5768,36,61771,563,0.28,4,15,3,4,0,3,Stable,Urban,2,1,Home Purchase,0
5769,40,69538,607,0.29,3,5,8,8,0,3,Stable,Suburban,2,1,Child Birth,1
5770,64,61949,674,0.14,5,18,4,5,0,5,Stable,Suburban,3,2,Marriage,0
5771,62,65068,625,0.51,2,4,6,4,1,2,Stable,Suburban,1,1,Marriage,0
5772,66,33024,614,0.3,5,1,9,7,1,1,Stable,Rural,1,2,Child Birth,0
5773,61,63058,680,0.34,3,10,8,3,1,2,Stable,Suburban,4,1,Home Purchase,1
5774,53,95696,650,0.23,1,17,2,5,0,5,Stable,Rural,4,2,Home Purchase,1
5775,42,64224,719,0.36,3,3,2,5,1,1,Stable,Suburban,2,2,Child Birth,0
5776,34,39156,658,0.48,3,4,3,5,1,1,Unstable,Rural,0,0,Home Purchase,1
5777,66,96913,543,0.55,3,12,2,2,1,5,Stable,Urban,1,0,Home Purchase,1
5778,63,78034,596,0.59,1,11,3,7,0,5,Stable,Urban,1,1,None,1
5779,42,79190,667,0.31,1,3,2,7,0,3,Unstable,Suburban,0,0,Home Purchase,0
5780,25,78513,655,0.6,3,11,6,8,0,3,Stable,Suburban,1,2,Marriage,0
5781,63,31840,558,0.25,1,3,9,7,1,3,Unstable,Urban,1,1,None,0
5782,45,76195,767,0.1,4,4,8,1,0,5,Stable,Suburban,0,2,Home Purchase,1
5783,25,94615,731,0.48,3,3,6,9,0,2,Unstable,Rural,0,0,Home Purchase,1
5784,39,47994,639,0.19,2,12,4,4,0,1,Stable,Suburban,4,0,Child Birth,0
5785,28,20000,683,0.13,4,12,5,1,1,2,Unstable,Urban,4,2,Marriage,0
5786,44,69139,592,0.56,3,17,4,2,1,4,Stable,Rural,0,0,None,1
5787,34,60818,785,0.5,2,8,5,8,0,2,Stable,Rural,0,0,Home Purchase,0
5788,47,21309,850,0.15,2,10,2,8,0,4,Stable,Rural,2,2,None,0
5789,65,75134,635,0.49,5,16,8,9,0,4,Unstable,Suburban,3,0,Marriage,1
5790,58,73257,822,0.52,5,19,1,9,1,1,Unstable,Suburban,3,1,Child Birth,1
5791,57,23346,613,0.55,2,15,9,8,0,1,Unstable,Rural,0,0,Marriage,1
5792,58,107232,646,0.37,3,11,1,4,0,4,Stable,Rural,4,1,Marriage,0
5793,63,78778,843,0.45,3,7,5,7,0,5,Stable,Suburban,1,0,Home Purchase,0
5794,34,20000,688,0.48,3,7,9,9,1,4,Unstable,Urban,2,0,Marriage,0
5795,44,80471,768,0.44,3,18,1,6,0,3,Unstable,Rural,4,2,Home Purchase,1
5796,25,79745,673,0.42,2,19,1,6,1,1,Unstable,Rural,2,0,Marriage,0
5797,37,95375,519,0.37,1,16,3,1,0,2,Unstable,Urban,4,1,Marriage,1
5798,25,44403,850,0.34,1,3,8,9,0,1,Stable,Urban,1,0,None,0
