application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,vehicle_value,down_payment,vehicle_type,vehicle_model,vehicle_year,loan_term_months,interest_rate,marital_status,num_dependents,residence_type,years_employed,has_previous_auto_loan,previous_default,bank_account_balance,is_approved
41212,Applicant_207,2023-06-28,40,23898.79,unemployed,502,0.57,42779.36,55556.62,5644.18,truck,Toyota Tacoma,2019,84,7.42,divorced,2,rent,11,1,1,9844.06,0
41213,Applicant_207,2023-06-29,42,78387.2,unemployed,618,0.14,63559.76,93750.03,11006.65,SUV,Chevrolet Equinox,2016,48,7.21,single,3,own,5,1,1,10592.98,0
41214,Applicant_207,2023-06-29,43,90863.25,employed,730,0.29,36435.92,43530.19,10480.93,electric,Nissan Leaf,2015,72,8.1,single,1,family,23,0,0,14298.71,1
41215,Applicant_207,2023-07-02,70,23351.1,unemployed,501,0.31,81705.14,92463.37,10719.06,SUV,Jeep Grand Cherokee,2011,60,10.09,married,4,rent,3,0,0,7373.1,1
41216,Applicant_207,2023-07-02,43,37589.06,unemployed,525,0.33,35458.27,40873.44,12240.02,electric,Tesla Model 3,2014,72,11.09,married,3,family,23,1,0,8836.22,1
41217,Applicant_207,2023-07-03,25,47667.04,unemployed,566,0.53,64877.82,86487.58,24715.84,truck,Ram 1500,2017,36,9.96,divorced,1,family,9,1,1,8870.14,0
41218,Applicant_207,2023-07-03,57,54527.91,employed,628,0.5,61624.47,90822.44,17761.42,luxury,Mercedes-Benz S-Class,2013,72,4.13,single,1,family,16,0,0,12360.47,1
41219,Applicant_207,2023-07-05,40,58895.05,unemployed,628,0.57,66120.71,76965.5,17361.96,electric,Ford Mustang Mach-E,2018,60,8.99,married,4,own,20,0,0,11905.65,1
41220,Applicant_207,2023-07-05,52,100712.93,unemployed,787,0.23,41419.12,57269.1,12604.67,SUV,Honda CR-V,2012,84,8.66,divorced,1,family,33,1,1,12377.89,1
41221,Applicant_207,2023-07-09,21,51341.62,employed,544,0.55,85034.12,95011.69,15512.14,luxury,Porsche Panamera,2010,60,8.25,divorced,4,rent,29,1,0,8629.91,0
41222,Applicant_207,2023-07-09,67,54775.2,employed,705,0.36,67956.45,86703.55,18400.55,truck,GMC Sierra,2018,84,6.0,married,2,own,37,1,0,12010.2,1
41223,Applicant_207,2023-07-11,29,187531.26,self-employed,850,0.18,63522.62,76873.4,18415.68,electric,Chevrolet Bolt,2023,60,6.57,single,0,rent,12,1,1,19145.37,1
41224,Applicant_207,2023-07-11,60,92915.18,self-employed,695,0.36,35862.71,41352.92,5647.47,sedan,Nissan Altima,2022,48,10.02,married,1,own,37,0,0,11299.44,1
41225,Applicant_207,2023-07-13,57,45473.31,self-employed,592,0.32,61355.06,83647.62,12685.21,sedan,Ford Fusion,2014,60,7.38,single,1,rent,39,1,0,11189.83,1
41226,Applicant_207,2023-07-13,66,79554.9,unemployed,836,0.14,28415.07,41173.75,2148.57,SUV,Ford Explorer,2013,60,11.81,single,4,own,15,0,0,15386.75,1
41227,Applicant_207,2023-07-15,35,27569.67,unemployed,493,0.36,45364.28,56600.14,13021.7,luxury,Porsche Panamera,2018,72,8.1,married,1,own,29,0,0,10766.92,1
41228,Applicant_207,2023-07-16,54,55538.77,employed,695,0.47,53114.22,67916.91,18037.25,truck,Ram 1500,2022,84,5.11,single,0,family,12,0,0,6932.42,1
41229,Applicant_207,2023-07-17,24,229260.87,employed,850,0.3,64285.69,91350.12,16035.73,luxury,Porsche Panamera,2023,36,5.63,single,2,own,8,0,0,28242.53,1
41230,Applicant_207,2023-07-18,39,64637.12,unemployed,686,0.18,41175.19,47283.74,12872.9,electric,Chevrolet Bolt,2011,84,6.44,married,0,own,0,0,0,15570.86,0
41231,Applicant_207,2023-07-19,31,85022.75,unemployed,730,0.19,69003.16,93327.02,5227.25,truck,GMC Sierra,2022,60,9.39,single,0,own,19,0,0,17316.57,1
41232,Applicant_208,2023-01-02,55,20846.4,self-employed,562,0.34,30087.78,38216.67,10299.16,sedan,Nissan Altima,2020,72,9.88,single,0,rent,23,0,0,8978.04,1
41233,Applicant_208,2023-01-03,58,46506.96,employed,675,0.31,87114.82,101193.99,20629.37,truck,GMC Sierra,2010,72,4.55,divorced,2,family,32,1,1,6232.87,1
41234,Applicant_208,2023-01-05,28,92238.21,employed,679,0.36,32013.13,43931.63,7108.76,sedan,Nissan Altima,2019,48,10.4,married,3,family,37,0,0,12879.65,1
41235,Applicant_208,2023-01-07,31,35250.86,employed,572,0.48,94238.04,108060.22,8706.78,electric,Nissan Leaf,2016,84,5.7,married,2,rent,37,0,0,5013.82,1
41236,Applicant_208,2023-01-09,61,67400.94,unemployed,646,0.28,50013.47,55325.74,6611.73,SUV,Ford Explorer,2011,60,10.68,single,1,family,20,0,0,10896.21,1
41237,Applicant_208,2023-01-09,20,25203.21,unemployed,385,0.37,33340.43,49164.7,13740.74,electric,Tesla Model Y,2022,36,8.27,married,2,own,10,1,0,8056.69,1
41238,Applicant_208,2023-01-10,68,25718.53,unemployed,603,0.56,38476.48,56302.1,8053.46,SUV,Ford Explorer,2011,36,4.92,single,1,own,4,0,0,9083.64,0
41239,Applicant_208,2023-01-10,44,34237.83,unemployed,504,0.31,24440.94,33666.5,4867.31,electric,Tesla Model 3,2022,60,4.34,married,0,own,34,0,0,9110.85,1
41240,Applicant_208,2023-01-12,29,84292.97,unemployed,657,0.37,93252.74,131214.64,22894.73,luxury,Mercedes-Benz S-Class,2017,72,9.71,married,0,family,29,0,0,13254.01,1
41241,Applicant_208,2023-01-12,39,49331.68,self-employed,547,0.39,69094.8,100745.47,5811.79,sedan,Hyundai Elantra,2012,48,10.96,divorced,1,family,14,1,0,10946.61,1
41242,Applicant_208,2023-01-13,25,12911.72,self-employed,364,0.5,76020.67,110123.06,29113.09,SUV,Ford Explorer,2023,60,11.44,married,3,family,18,1,1,8358.43,0
41243,Applicant_208,2023-01-14,26,31712.96,unemployed,462,0.59,36031.01,50664.51,6961.62,electric,Ford Mustang Mach-E,2016,60,6.5,single,0,family,33,0,0,7736.6,1
41244,Applicant_208,2023-01-14,48,36369.67,employed,483,0.45,71083.0,103220.2,29223.34,SUV,Honda CR-V,2016,72,6.34,single,3,family,1,0,0,10092.37,0
41245,Applicant_208,2023-01-15,30,37730.73,unemployed,506,0.51,90282.75,123625.3,14860.53,electric,Ford Mustang Mach-E,2018,36,11.91,married,3,own,19,1,1,10439.02,0
41246,Applicant_208,2023-01-15,25,270188.09,employed,850,0.37,32655.71,42905.66,12869.26,electric,Nissan Leaf,2010,84,6.54,single,1,rent,21,0,0,27082.01,1
41247,Applicant_208,2023-01-16,36,35770.49,self-employed,540,0.33,95213.46,129962.15,36466.91,electric,Tesla Model Y,2012,72,9.07,single,3,own,19,0,0,544.76,1
41248,Applicant_208,2023-01-17,48,37302.91,unemployed,572,0.36,94711.82,122542.98,10878.15,SUV,Ford Explorer,2011,60,5.63,divorced,4,family,33,0,0,10836.58,1
41249,Applicant_208,2023-01-17,51,17715.38,unemployed,461,0.41,49554.2,59293.66,15996.28,electric,Tesla Model 3,2013,84,6.6,divorced,3,family,12,1,0,5420.57,1
41250,Applicant_208,2023-01-18,29,58521.17,self-employed,732,0.58,24818.63,29436.16,1725.71,truck,Toyota Tacoma,2015,72,9.81,divorced,3,family,32,0,0,13192.14,1
41251,Applicant_208,2023-01-19,60,28287.74,self-employed,505,0.52,31528.85,36767.83,7396.62,electric,Tesla Model 3,2014,48,4.35,married,4,rent,2,0,0,9524.33,1
41252,Applicant_208,2023-01-19,29,71898.24,employed,649,0.17,70832.29,79768.34,20841.55,truck,Ford F-150,2015,36,10.84,single,3,family,1,0,0,11453.48,1
41253,Applicant_208,2023-01-20,59,73665.58,employed,824,0.24,32298.12,45507.59,12295.79,SUV,Chevrolet Equinox,2015,36,9.35,single,3,rent,1,1,0,12861.94,1
41254,Applicant_208,2023-01-20,38,40724.08,employed,581,0.58,76105.95,90781.01,22684.65,sedan,Ford Fusion,2018,72,7.18,married,3,rent,38,0,0,10399.61,0
41255,Applicant_208,2023-01-21,22,53207.31,self-employed,474,0.53,27643.58,30687.63,2307.14,sedan,Toyota Camry,2010,84,10.85,married,3,rent,4,0,0,9481.16,0
41256,Applicant_208,2023-01-21,58,37942.93,unemployed,553,0.59,52731.02,76219.26,17957.94,sedan,Toyota Camry,2021,84,7.57,divorced,1,family,1,1,0,11873.2,1
41257,Applicant_208,2023-01-22,23,56902.0,employed,585,0.51,91833.66,123162.08,19749.8,luxury,Porsche Panamera,2016,36,10.74,married,1,family,22,1,0,10115.9,1
41258,Applicant_208,2023-01-23,23,50896.57,self-employed,546,0.55,58268.28,86993.78,10761.36,SUV,Jeep Grand Cherokee,2020,60,7.0,married,4,family,31,1,0,10422.33,1
41259,Applicant_208,2023-01-24,23,104966.47,employed,753,0.37,13942.14,17188.96,5094.95,luxury,Mercedes-Benz S-Class,2017,60,5.0,single,2,own,14,0,0,21077.02,1
41260,Applicant_208,2023-01-25,54,143122.07,employed,850,0.2,93444.35,136426.84,7017.03,luxury,Porsche Panamera,2021,72,7.67,single,4,family,20,1,1,24029.2,1
41261,Applicant_208,2023-01-25,45,33188.4,employed,557,0.3,36906.23,42628.85,5222.82,sedan,Honda Civic,2022,36,10.24,single,2,rent,29,0,0,5573.02,1
41262,Applicant_208,2023-01-26,70,73557.3,employed,821,0.14,71706.93,101640.23,28702.8,truck,GMC Sierra,2021,84,7.84,single,4,family,29,0,0,15802.36,1
41263,Applicant_208,2023-01-27,67,96022.49,self-employed,783,0.4,99687.63,111963.42,9508.91,truck,Chevrolet Silverado,2016,84,9.03,divorced,0,rent,26,1,1,7730.61,0
41264,Applicant_208,2023-01-27,59,38122.24,self-employed,606,0.51,29321.44,39752.63,7551.23,truck,Ford F-150,2019,48,7.75,divorced,4,own,25,1,1,9554.58,0
41265,Applicant_208,2023-01-28,61,78419.95,unemployed,762,0.18,49856.72,58592.17,5963.52,truck,Toyota Tacoma,2010,48,5.65,single,0,rent,2,1,1,14129.87,0
41266,Applicant_208,2023-01-28,20,58352.58,unemployed,519,0.57,77529.27,110066.56,12949.6,sedan,Hyundai Elantra,2012,84,9.83,divorced,1,family,13,0,0,13022.29,1
41267,Applicant_208,2023-01-31,21,144152.11,unemployed,822,0.38,88689.68,114725.9,22077.3,electric,Tesla Model 3,2013,72,9.43,married,3,own,14,1,0,19231.3,1
41268,Applicant_208,2023-02-03,22,47943.26,self-employed,419,0.5,48430.19,59013.99,17256.7,truck,Chevrolet Silverado,2020,72,10.28,divorced,2,own,5,0,0,10537.01,0
41269,Applicant_208,2023-02-04,26,45528.11,employed,552,0.31,28337.68,35813.22,8652.15,SUV,Jeep Grand Cherokee,2022,60,11.69,married,1,family,34,0,0,9269.07,1
41270,Applicant_208,2023-02-08,61,47550.8,self-employed,620,0.33,92446.0,107349.96,20948.09,electric,Ford Mustang Mach-E,2022,84,10.08,married,0,family,16,0,0,9340.09,1
41271,Applicant_208,2023-02-08,58,27257.2,unemployed,551,0.51,25662.91,29643.02,7722.35,electric,Tesla Model Y,2019,84,10.84,divorced,0,rent,7,0,0,7608.81,1
41272,Applicant_208,2023-02-09,35,25573.24,unemployed,498,0.44,22029.56,28357.47,2993.17,electric,Tesla Model Y,2019,60,11.6,divorced,3,family,23,0,0,5621.08,0
41273,Applicant_208,2023-02-11,18,43783.8,self-employed,575,0.53,27300.97,33513.23,6441.95,sedan,Hyundai Elantra,2010,84,11.2,divorced,3,own,39,1,0,9363.81,0
41274,Applicant_208,2023-02-11,44,110975.51,unemployed,743,0.25,44074.04,48719.2,13440.89,truck,Toyota Tacoma,2020,36,7.69,married,2,own,2,1,0,16950.83,1
41275,Applicant_208,2023-02-12,21,29884.87,self-employed,493,0.47,30442.1,38244.55,5802.45,SUV,Toyota RAV4,2019,84,7.04,married,0,family,32,0,0,5178.16,0
41276,Applicant_208,2023-02-12,58,87859.85,unemployed,753,0.34,53095.82,78645.13,5979.03,electric,Ford Mustang Mach-E,2022,72,7.45,divorced,0,rent,32,1,0,10892.98,1
41277,Applicant_208,2023-02-13,35,53277.89,unemployed,621,0.38,16564.32,19206.97,3479.56,sedan,Hyundai Elantra,2023,72,8.04,married,4,rent,24,1,0,7312.36,1
41278,Applicant_208,2023-02-13,65,31837.95,self-employed,617,0.54,98871.02,147220.04,43785.0,luxury,Audi A8,2023,60,6.09,divorced,2,family,6,1,1,8324.96,1
41279,Applicant_208,2023-02-14,41,42186.1,self-employed,610,0.44,62254.67,75385.29,9782.64,SUV,Chevrolet Equinox,2022,48,10.72,married,4,family,30,1,0,10937.44,0
41280,Applicant_208,2023-02-15,45,30557.46,self-employed,570,0.41,84395.29,114975.13,30715.63,electric,Tesla Model 3,2017,84,11.74,married,1,own,2,1,1,4168.67,1
41281,Applicant_208,2023-02-16,56,60452.82,unemployed,706,0.26,53705.89,60175.2,15476.21,truck,Chevrolet Silverado,2013,60,8.6,single,4,rent,16,1,0,8582.17,1
41282,Applicant_208,2023-02-16,27,103080.3,employed,724,0.12,71768.02,96801.78,11285.96,electric,Chevrolet Bolt,2023,60,11.57,divorced,4,family,16,1,0,12065.03,1
41283,Applicant_208,2023-02-17,32,47614.14,employed,514,0.51,82076.87,109064.77,18419.57,truck,GMC Sierra,2014,60,8.86,married,0,rent,30,1,1,10053.49,0
41284,Applicant_208,2023-02-18,43,85258.62,employed,850,0.1,29080.13,37403.4,1893.7,truck,Toyota Tacoma,2011,36,5.03,divorced,3,own,12,0,0,11595.33,1
41285,Applicant_208,2023-02-21,56,56430.49,self-employed,661,0.53,77150.29,112148.52,28805.78,SUV,Toyota RAV4,2020,48,9.07,single,3,family,6,0,0,12872.55,0
41286,Applicant_208,2023-02-22,66,119972.12,employed,850,0.33,91261.53,127745.12,34569.74,electric,Ford Mustang Mach-E,2012,84,7.94,single,2,rent,15,0,0,15406.17,1
41287,Applicant_208,2023-02-22,66,79432.25,employed,699,0.25,24179.11,35558.52,7087.39,SUV,Ford Explorer,2014,48,9.97,divorced,1,rent,22,0,0,16486.37,1
41288,Applicant_208,2023-02-24,44,58817.76,unemployed,671,0.59,47540.6,56173.21,8088.22,SUV,Toyota RAV4,2012,36,6.42,single,1,own,1,0,0,11416.2,1
41289,Applicant_208,2023-02-24,43,27105.79,self-employed,487,0.59,27753.18,34776.42,1742.28,truck,Chevrolet Silverado,2010,36,10.0,divorced,1,own,13,1,1,8265.0,0
41290,Applicant_208,2023-02-26,34,54101.29,unemployed,481,0.38,97510.93,137977.12,18980.43,luxury,Mercedes-Benz S-Class,2021,48,5.48,divorced,3,rent,10,0,0,8977.75,1
41291,Applicant_208,2023-02-27,35,69037.81,employed,709,0.19,23990.93,30719.53,4008.26,truck,Ram 1500,2011,84,8.0,single,1,own,17,0,0,11655.5,1
41292,Applicant_208,2023-02-27,36,92352.19,unemployed,822,0.26,96876.57,143231.28,24556.7,electric,Chevrolet Bolt,2010,72,9.96,married,0,own,9,1,0,10310.69,1
41293,Applicant_208,2023-02-28,25,57609.94,self-employed,681,0.31,92964.81,110714.77,32205.72,SUV,Toyota RAV4,2013,60,8.09,divorced,4,rent,22,1,0,12248.53,1
41294,Applicant_208,2023-02-28,59,14192.61,self-employed,615,0.38,75345.47,98455.96,29279.54,electric,Ford Mustang Mach-E,2011,36,8.16,single,2,family,17,0,0,7075.67,1
41295,Applicant_208,2023-03-02,68,48398.43,employed,574,0.34,99721.35,116238.27,19769.59,luxury,Porsche Panamera,2015,72,8.35,single,0,rent,30,1,1,10263.49,0
41296,Applicant_208,2023-03-03,35,23401.85,employed,470,0.36,49097.45,73290.98,4373.35,truck,GMC Sierra,2013,72,9.84,single,2,own,17,0,0,2574.63,1
41297,Applicant_208,2023-03-04,22,69179.01,employed,586,0.28,77185.65,101339.04,16654.87,electric,Tesla Model Y,2016,72,8.49,single,1,own,14,0,0,6959.29,1
41298,Applicant_208,2023-03-05,57,66973.15,unemployed,760,0.34,41933.71,60623.42,13238.8,sedan,Honda Civic,2014,84,9.83,single,1,own,20,0,0,13544.13,1
41299,Applicant_208,2023-03-06,39,12518.14,employed,457,0.34,88834.23,103053.72,28950.38,electric,Tesla Model 3,2019,36,8.58,divorced,0,own,19,1,1,2205.37,0
41300,Applicant_208,2023-03-07,53,137125.36,employed,850,0.36,59539.07,73761.84,15241.46,SUV,Honda CR-V,2011,72,11.76,single,0,own,15,0,0,16945.47,1
41301,Applicant_208,2023-03-08,39,38296.38,unemployed,578,0.38,22867.08,30282.77,4244.73,SUV,Honda CR-V,2020,48,10.2,divorced,1,own,35,1,1,13324.93,0
41302,Applicant_208,2023-03-09,46,13118.15,employed,454,0.45,82930.65,109169.63,17728.38,luxury,Mercedes-Benz S-Class,2013,36,11.13,married,0,own,37,1,0,9278.29,1
41303,Applicant_208,2023-03-10,32,19738.49,unemployed,476,0.58,42534.79,55392.09,13860.89,SUV,Chevrolet Equinox,2014,36,4.91,married,0,rent,16,0,0,2799.04,1
41304,Applicant_208,2023-03-11,19,114099.64,self-employed,696,0.37,35981.52,52806.42,8374.54,sedan,Hyundai Elantra,2023,48,11.59,single,4,own,31,1,0,15622.08,1
41305,Applicant_208,2023-03-11,22,44863.0,unemployed,515,0.57,53477.83,70807.18,19718.84,electric,Ford Mustang Mach-E,2012,84,10.95,divorced,4,own,40,0,0,4692.73,1
41306,Applicant_208,2023-03-12,27,99148.22,employed,613,0.31,95480.31,106483.28,30005.63,SUV,Honda CR-V,2019,48,4.89,single,3,rent,21,0,0,15015.5,1
41307,Applicant_208,2023-03-12,45,35433.89,self-employed,627,0.59,87129.27,124489.82,36867.68,sedan,Honda Civic,2013,36,9.75,single,0,own,37,0,0,8339.89,0
41308,Applicant_208,2023-03-16,66,18663.82,employed,550,0.53,62809.58,89091.44,5484.78,electric,Tesla Model 3,2021,72,4.9,divorced,3,family,36,1,1,6316.7,0
41309,Applicant_208,2023-03-18,43,139799.51,unemployed,850,0.33,26331.79,32171.98,2210.97,sedan,Toyota Camry,2012,60,4.84,divorced,1,own,38,1,1,14409.89,0
41310,Applicant_208,2023-03-19,22,79756.67,self-employed,627,0.27,12708.22,17339.58,1963.07,electric,Ford Mustang Mach-E,2012,60,6.42,divorced,4,rent,24,0,0,8880.78,0
41311,Applicant_208,2023-03-19,20,120808.25,unemployed,775,0.24,13845.65,19083.16,3669.62,luxury,Lexus LS,2023,72,8.69,married,3,own,3,1,1,18591.38,1
41312,Applicant_208,2023-03-20,18,71276.11,employed,544,0.4,52062.83,66579.2,13526.56,SUV,Ford Explorer,2016,36,5.4,married,4,own,18,1,0,8115.43,1
41313,Applicant_208,2023-03-22,57,45204.81,employed,563,0.6,25217.22,28475.21,8193.68,electric,Tesla Model Y,2023,60,7.29,single,3,rent,0,1,1,9914.42,0
41314,Applicant_208,2023-03-23,19,72849.9,self-employed,638,0.11,24390.5,31075.85,3805.34,truck,Ford F-150,2020,84,8.83,married,2,rent,14,1,1,12799.59,0
41315,Applicant_208,2023-03-23,70,129230.78,unemployed,850,0.22,21731.55,31823.1,6874.49,SUV,Honda CR-V,2020,60,8.73,divorced,2,family,36,1,1,19369.01,1
41316,Applicant_208,2023-03-24,41,120876.61,self-employed,842,0.26,13565.61,15915.75,1797.27,truck,Ram 1500,2023,48,5.1,divorced,1,own,39,0,0,22368.15,1
41317,Applicant_208,2023-03-24,45,23705.29,employed,519,0.35,66496.73,77637.37,11969.58,SUV,Jeep Grand Cherokee,2012,84,10.93,married,0,family,3,0,0,7314.16,1
41318,Applicant_208,2023-03-25,39,87599.46,unemployed,697,0.32,30047.21,45058.7,6002.32,electric,Tesla Model Y,2014,48,10.78,single,2,family,40,1,0,14310.03,1
41319,Applicant_208,2023-03-25,66,18189.77,self-employed,628,0.33,62620.07,91199.32,26850.45,SUV,Chevrolet Equinox,2018,72,9.44,single,4,rent,28,0,0,4489.11,1
41320,Applicant_208,2023-03-26,27,29241.37,self-employed,482,0.42,61760.52,83535.4,22267.88,truck,GMC Sierra,2021,60,5.49,divorced,3,own,14,1,0,5026.31,1
41321,Applicant_208,2023-03-27,37,31687.06,unemployed,490,0.51,84339.85,96920.96,12775.11,SUV,Honda CR-V,2015,36,10.24,married,2,family,29,0,0,9159.37,1
41322,Applicant_208,2023-03-27,62,18095.26,unemployed,553,0.52,17189.71,22115.48,2641.54,truck,Chevrolet Silverado,2017,36,11.18,single,2,own,29,0,0,9800.35,1
41323,Applicant_208,2023-03-30,57,72096.37,employed,666,0.14,75439.03,83455.59,15302.7,truck,Ram 1500,2022,72,8.73,married,2,family,19,1,1,7652.08,1
41324,Applicant_208,2023-03-31,57,108370.52,unemployed,796,0.17,45138.24,64911.64,9045.53,luxury,Porsche Panamera,2017,60,4.36,single,3,family,7,1,0,12032.77,1
41325,Applicant_208,2023-04-01,41,27713.01,unemployed,497,0.46,86585.72,98623.62,8777.58,truck,Chevrolet Silverado,2018,60,7.12,single,4,family,12,0,0,7201.66,1
41326,Applicant_208,2023-04-01,29,27153.43,self-employed,490,0.32,70625.75,89053.69,25217.94,SUV,Toyota RAV4,2024,48,10.47,married,0,own,6,0,0,7814.89,1
41327,Applicant_208,2023-04-03,60,75465.91,unemployed,737,0.14,64604.33,93726.11,10246.67,electric,Chevrolet Bolt,2018,72,8.23,divorced,1,rent,17,1,0,15298.03,1
41328,Applicant_208,2023-04-03,64,25596.02,employed,537,0.38,15847.48,21692.07,3252.11,luxury,BMW 7 Series,2010,60,6.16,married,1,own,22,1,1,11918.47,0
41329,Applicant_208,2023-04-04,19,40756.08,self-employed,461,0.39,46156.75,55562.61,11709.76,SUV,Chevrolet Equinox,2024,84,5.17,divorced,2,own,31,0,0,5912.39,1
41330,Applicant_208,2023-04-05,54,40605.38,employed,653,0.3,45477.24,62683.43,14283.23,luxury,Porsche Panamera,2018,84,5.71,married,1,family,18,1,0,5728.09,0
41331,Applicant_208,2023-04-05,39,30428.89,unemployed,515,0.43,64456.62,73030.6,9010.47,luxury,BMW 7 Series,2014,60,8.41,divorced,3,family,8,0,0,11712.4,1
41332,Applicant_208,2023-04-06,18,23252.11,unemployed,409,0.36,19767.65,24119.63,3927.32,truck,GMC Sierra,2020,48,10.27,single,0,own,16,0,0,6533.87,1
41333,Applicant_208,2023-04-06,49,120091.31,unemployed,782,0.16,38145.18,55791.02,5600.45,sedan,Hyundai Elantra,2020,36,5.95,single,0,own,33,0,0,17649.25,1
41334,Applicant_208,2023-04-11,61,39785.18,unemployed,638,0.53,65755.53,96744.72,10010.93,truck,Toyota Tacoma,2023,48,8.41,married,3,own,10,1,0,11462.66,1
41335,Applicant_208,2023-04-12,19,76526.9,self-employed,689,0.39,92849.01,138724.97,21929.14,truck,Chevrolet Silverado,2018,48,10.1,divorced,0,rent,24,0,0,15142.43,0
41336,Applicant_208,2023-04-14,52,106247.22,employed,833,0.17,79937.69,118666.15,9463.2,luxury,Porsche Panamera,2016,36,10.05,single,4,rent,24,0,0,16857.49,1
41337,Applicant_208,2023-04-15,62,39701.17,unemployed,578,0.54,92954.28,128574.07,16868.37,sedan,Toyota Camry,2023,36,11.97,married,1,own,30,0,0,14826.55,1
41338,Applicant_208,2023-04-15,27,52812.43,employed,617,0.43,29708.63,33942.82,6442.38,sedan,Nissan Altima,2022,72,5.43,single,1,own,36,0,0,10172.39,1
41339,Applicant_208,2023-04-16,70,20233.54,unemployed,490,0.47,96243.75,129523.5,26760.06,sedan,Nissan Altima,2017,60,9.72,divorced,1,family,27,1,1,4784.94,0
41340,Applicant_208,2023-04-16,43,26203.98,self-employed,551,0.36,50817.23,67226.04,10563.22,luxury,BMW 7 Series,2017,60,5.93,single,4,family,33,1,0,10340.89,1
41341,Applicant_208,2023-04-17,33,72078.3,self-employed,611,0.23,22394.96,25421.2,6999.62,SUV,Toyota RAV4,2016,72,7.82,married,4,own,15,1,0,8516.47,1
41342,Applicant_208,2023-04-17,68,115569.02,employed,850,0.31,14399.27,16670.43,2862.15,truck,GMC Sierra,2013,84,5.03,married,4,own,1,1,1,12344.63,0
41343,Applicant_208,2023-04-18,27,33012.65,employed,498,0.55,58905.57,67138.52,3571.96,sedan,Honda Civic,2010,36,10.62,married,2,rent,40,0,0,11746.96,0
41344,Applicant_208,2023-04-18,61,17499.89,unemployed,516,0.43,97277.65,117776.57,14676.32,SUV,Ford Explorer,2011,36,8.95,divorced,4,family,6,1,1,4614.86,0
41345,Applicant_208,2023-04-19,56,29138.82,employed,535,0.41,15755.03,19128.38,3566.33,electric,Ford Mustang Mach-E,2024,48,9.55,divorced,2,rent,15,0,0,6879.53,1
41346,Applicant_208,2023-04-20,34,59722.5,self-employed,551,0.51,29973.78,38909.08,2995.07,SUV,Honda CR-V,2023,72,9.8,divorced,0,rent,28,0,0,4051.18,1
41347,Applicant_208,2023-04-20,60,24933.2,unemployed,534,0.32,23834.89,29645.57,1845.24,electric,Tesla Model Y,2024,84,4.38,divorced,0,own,12,0,0,2242.19,1
41348,Applicant_208,2023-04-21,28,40177.69,self-employed,522,0.42,26688.42,36509.53,2932.89,truck,Ford F-150,2019,72,8.31,single,0,rent,17,0,0,9028.29,0
41349,Applicant_208,2023-04-23,24,95902.52,self-employed,760,0.35,62199.08,86011.9,15897.74,truck,Ram 1500,2024,60,5.63,married,1,rent,0,0,0,13426.67,1
41350,Applicant_208,2023-04-25,24,17409.33,self-employed,461,0.46,14820.57,19232.06,5226.37,truck,Ram 1500,2017,60,8.04,single,0,rent,3,1,1,1442.17,0
41351,Applicant_208,2023-04-25,46,26629.06,unemployed,531,0.41,26130.24,35502.85,3707.3,SUV,Jeep Grand Cherokee,2018,84,7.47,married,2,own,33,0,0,12768.18,1
41352,Applicant_208,2023-04-26,38,40960.53,unemployed,501,0.34,81508.45,107415.43,22749.7,SUV,Chevrolet Equinox,2012,84,11.78,divorced,4,own,38,1,1,9821.65,0
41353,Applicant_208,2023-04-26,51,45743.69,self-employed,460,0.48,46138.13,64427.86,12217.11,truck,GMC Sierra,2021,36,9.87,married,4,rent,20,1,1,9572.53,0
41354,Applicant_208,2023-04-27,32,33750.02,self-employed,527,0.55,32193.96,43964.63,3724.58,sedan,Toyota Camry,2014,36,10.03,single,0,own,35,1,1,7964.62,0
41355,Applicant_208,2023-04-27,67,222325.32,employed,850,0.1,33862.08,38005.67,3143.05,SUV,Toyota RAV4,2015,60,7.78,married,3,family,18,1,0,27193.05,1
41356,Applicant_208,2023-04-28,66,33589.52,self-employed,640,0.4,45406.59,50358.82,6354.76,SUV,Ford Explorer,2013,36,9.17,married,3,family,35,1,0,8185.78,1
41357,Applicant_208,2023-04-29,22,33040.36,employed,516,0.51,98798.09,123982.66,7432.3,luxury,Porsche Panamera,2012,84,7.45,single,3,rent,38,1,0,1948.88,1
41358,Applicant_208,2023-04-29,42,19462.31,self-employed,536,0.39,22674.57,25003.58,3370.58,sedan,Toyota Camry,2013,48,6.99,single,2,own,19,1,1,9941.08,0
41359,Applicant_208,2023-04-30,69,39043.84,self-employed,627,0.49,38856.34,57691.12,13270.02,electric,Tesla Model Y,2013,36,11.69,single,2,own,18,0,0,6966.22,1
41360,Applicant_208,2023-05-01,55,17892.56,self-employed,603,0.58,46124.62,65854.89,9743.2,truck,Chevrolet Silverado,2021,60,5.11,divorced,4,own,17,0,0,2187.79,1
41361,Applicant_208,2023-05-01,22,150578.61,self-employed,850,0.17,21625.91,29361.92,8730.17,truck,Toyota Tacoma,2016,36,6.01,divorced,1,family,19,1,1,19260.57,0
41362,Applicant_208,2023-05-03,57,51909.68,employed,639,0.35,77896.99,86382.66,21584.4,sedan,Ford Fusion,2022,36,5.07,single,2,family,14,1,0,12254.13,1
